"seqn","fsd010","fsd160","fsd170n","fsd180","fsd190","fsd200","fsd655","fsd660c","fsd665","fsq650","fsd660m","fsd670","hhfdsec","adfdsec","chfdsec"
8457,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8458,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
8459,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
8460,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8461,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8462,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8463,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8464,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8465,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8466,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8467,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8468,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8469,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8470,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8471,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8472,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8473,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
8474,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8475,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8476,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8477,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8478,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8479,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8480,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8481,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8482,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8483,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
8484,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8485,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8486,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8487,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8488,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8489,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
8490,2,1,1,2,NA,NA,1,1,5,NA,NA,NA,3,3,3
8491,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8492,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8493,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8494,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8495,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8496,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8497,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8498,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
8499,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8500,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8501,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8502,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8503,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8504,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8505,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8506,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8507,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8508,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8509,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8510,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8511,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8512,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8513,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8514,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8515,1,2,2,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
8516,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8517,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8518,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8519,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
8520,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8521,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8522,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8523,1,1,3,1,12,1,1,1,5,NA,NA,NA,1,1,1
8524,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8525,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8526,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8527,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8528,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8529,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,1
8530,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2
8531,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8532,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8533,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8534,2,1,1,2,NA,NA,1,1,6,NA,NA,NA,3,2,2
8535,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8536,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8537,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8538,1,1,2,1,12,1,NA,NA,NA,1,1,3,1,1,1
8539,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8540,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
8541,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8543,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8544,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8545,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8546,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8547,1,1,3,1,9,1,NA,NA,NA,1,2,1,2,1,2
8548,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8549,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8550,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8551,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8552,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8553,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8554,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8555,1,1,5,1,4,2,NA,NA,NA,NA,NA,NA,1,1,1
8556,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
8557,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8558,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8559,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8560,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8561,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8562,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8563,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
8564,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8565,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8566,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
8567,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,4,1
8568,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
8569,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8570,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,1
8571,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8572,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8573,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
8574,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
8575,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8576,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8577,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8578,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8579,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8580,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8581,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8582,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8583,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8584,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8585,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8586,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8587,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8588,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8589,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8590,1,2,5,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
8591,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8592,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8593,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8594,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8595,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8596,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8597,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8598,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8599,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8600,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8601,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8602,3,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,4,3,4
8603,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
8604,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8605,1,1,1,2,NA,NA,1,1,1,NA,NA,NA,1,1,1
8606,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8607,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8608,2,1,NA,NA,NA,NA,1,2,5,NA,NA,NA,4,4,3
8609,2,1,1,2,NA,NA,1,1,3,NA,NA,NA,2,2,2
8610,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8611,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8612,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8613,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8614,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8615,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8616,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
8617,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8618,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8619,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8620,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8621,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8622,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8623,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8624,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8625,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8626,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
8627,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8628,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8629,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8630,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8631,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8632,2,1,7,1,NA,NA,1,2,4,NA,NA,NA,1,1,1
8633,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8634,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
8635,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8636,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
8637,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8638,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8639,1,2,1,1,12,1,NA,NA,NA,NA,NA,NA,2,2,NA
8640,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8641,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3
8642,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8643,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8644,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8645,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8646,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8647,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8648,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8649,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8650,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8651,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8652,1,2,4,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
8653,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8654,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8655,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8656,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8657,3,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,3,3,2
8658,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8659,1,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,1,1
8660,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,4,4,4
8661,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8662,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
8663,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8664,1,1,1,1,NA,NA,1,2,6,NA,NA,NA,2,2,1
8665,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8666,1,1,3,1,3,2,1,1,6,NA,NA,NA,1,1,1
8667,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1
8668,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8669,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8670,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8671,1,1,1,2,NA,NA,1,2,3,NA,NA,NA,2,2,1
8672,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8673,2,1,4,1,4,1,NA,NA,NA,NA,NA,NA,2,2,1
8674,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8675,1,1,4,1,11,1,NA,NA,NA,NA,NA,NA,1,1,1
8676,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8677,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8678,3,2,2,1,10,2,NA,NA,NA,NA,NA,NA,3,3,NA
8679,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8680,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8681,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8682,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8683,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8684,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8685,1,2,7,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
8686,1,2,5,1,10,1,NA,NA,NA,NA,NA,NA,3,2,3
8687,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8688,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8689,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
8690,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8691,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8692,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8693,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8694,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8695,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8696,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8697,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8698,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8699,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8700,1,2,5,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1
8701,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8702,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8703,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8704,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8705,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
8706,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8707,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8708,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8709,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8710,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8711,1,1,1,2,NA,NA,1,1,1,NA,NA,NA,1,1,1
8712,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8713,2,1,NA,NA,NA,NA,1,2,6,NA,NA,NA,3,3,1
8714,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8715,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8716,1,1,1,2,NA,NA,1,1,5,NA,NA,NA,1,1,1
8717,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8718,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8719,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8720,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8721,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8722,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8723,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8724,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
8725,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8726,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8727,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8728,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
8729,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8730,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8731,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8732,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8733,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8734,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8735,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8736,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8737,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8738,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8739,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
8740,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8741,1,2,1,1,9,1,NA,NA,NA,NA,NA,NA,1,1,1
8742,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,NA
8743,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8744,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8745,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
8746,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
8747,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8748,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8749,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8750,2,2,NA,NA,NA,NA,1,2,4,NA,NA,NA,3,2,3
8751,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8752,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8753,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8754,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8755,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8756,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
8757,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8758,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8759,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8760,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8761,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8762,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8763,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8764,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8765,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8766,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8767,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8768,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8769,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8770,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8771,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8772,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8773,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8774,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
8775,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8776,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8777,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8778,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
8779,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8780,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8781,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1
