"seqn","fsd032a","fsd032b","fsd032c","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd032d","fsd032e","fsd032f","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsd401","fsd421","fsd431","fsd411","fsd440","fsd451","fsq165","fsq171","fsd225","fsq235","fsq162","fsd650zc","fsd660zc","fsd675","fsd680","fsd670zc","fsq690","fsq695","fsd650zw","fsd660zw","fsd670zw"
61381,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
61382,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,3,3,3,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61383,2,2,3,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61384,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61386,1,1,2,1,1,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,1,3,3,3,3,NA,NA,2,NA,NA,NA,1,NA,NA,1,1,36,1,3,NA,NA,NA
61387,1,1,3,1,2,1,1,1,2,NA,2,2,2,2,2,NA,2,2,4,4,3,2,3,3,3,3,NA,NA,1,2,NA,NA,1,1,1,1,1,24,1,1,NA,NA,NA
61388,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61389,2,2,2,1,3,1,1,2,2,NA,3,3,2,2,2,NA,2,2,3,4,2,1,2,2,3,2,2,2,1,1,19,342,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61390,1,2,2,1,1,1,1,2,2,NA,3,2,2,1,2,NA,1,2,4,4,3,1,2,2,3,3,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61391,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,1,2,12,2,NA,NA,NA,NA
61392,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,1,1,29,977,1,NA,NA,1,1,24,1,5,NA,NA,NA
61393,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61394,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61395,2,3,3,2,NA,2,2,2,NA,NA,2,3,3,2,2,NA,2,2,2,2,2,2,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,1,1,NA,2,1,2,NA,NA,NA
61396,3,3,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61397,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,9,NA,NA,NA,NA
61398,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,1,NA,3,1,3,NA,NA,NA
61399,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
61400,1,1,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,1,1,30,220,1,1,1,1,1,48,1,3,NA,NA,NA
61401,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,30,384,1,1,1,1,NA,1,2,NA,NA,NA,NA
61402,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,2,1,1,48,1,3,NA,NA,NA
61403,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,6,99999,1,2,NA,2,2,0,2,NA,NA,NA,NA
61404,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,1,1,6,2,NA,NA,NA,NA
61405,1,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,1,1,29,700,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61406,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,2,12,2,NA,NA,NA,NA
61407,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61408,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
61409,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61410,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61411,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61412,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,1,3,NA,NA,NA
61413,2,2,3,1,2,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,NA,NA,1,1,20,500,1,NA,NA,2,2,0,1,5,NA,NA,NA
61414,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61415,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,26,730,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61416,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61417,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61418,2,3,3,1,2,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,1,3,3,3,3,NA,NA,1,1,9,394,1,1,1,1,1,12,1,9,NA,NA,NA
61419,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,1,1,24,1,7,NA,NA,NA
61420,2,2,2,1,1,1,1,2,2,NA,2,2,3,2,2,NA,2,2,4,4,3,2,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61421,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,25,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61422,2,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,2,2,2,3,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,NA,NA,NA,NA
61424,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,2,NA,1,2,10,1,3,NA,NA,NA
61425,3,3,2,2,NA,2,2,2,NA,NA,3,2,3,2,2,NA,2,2,2,2,2,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
61426,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61427,2,2,2,2,NA,2,1,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61428,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61429,2,3,3,1,2,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,1,2,3,3,3,2,2,1,1,9,394,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61430,1,1,1,2,NA,1,1,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61431,1,1,1,1,1,1,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,4,1,2,3,3,3,3,NA,NA,1,1,9,200,1,1,1,1,NA,5,1,3,NA,NA,NA
61432,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61433,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61434,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,48,1,2,NA,NA,NA
61435,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61436,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61437,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,3,NA,NA,1,1,7,200,2,NA,NA,1,1,36,1,5,NA,NA,NA
61438,1,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,60,1,3,NA,NA,NA
61439,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61440,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61441,2,2,3,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61442,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61443,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,2,12,1,5,NA,NA,NA
61444,2,2,2,2,NA,2,2,2,NA,NA,2,3,3,2,2,NA,2,2,3,3,2,2,3,3,3,3,2,NA,1,1,24,160,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61445,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,NA,2,2,2,1,2,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61446,2,2,2,1,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61447,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61448,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61449,1,1,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,1,2,2,3,1,2,2,1,1,25,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61450,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61451,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61452,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,1,2,NA,NA,2,NA,NA,1,1,24,1,2,NA,NA,NA
61453,2,2,2,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,2,NA,1,1,12,251,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61454,2,3,3,1,3,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,1,1,76,400,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61455,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,1,1,24,1,2,NA,NA,NA
61456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61457,2,2,3,2,NA,2,2,2,NA,NA,2,3,3,2,2,NA,2,2,3,2,2,2,3,3,3,3,NA,NA,1,1,2,800,1,1,1,1,NA,3,1,2,NA,NA,NA
61458,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61459,1,1,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,1,3,3,2,3,2,2,1,1,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61460,2,2,3,1,2,1,1,2,2,NA,2,3,3,2,2,NA,2,2,3,4,2,1,2,2,3,3,9,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61461,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61462,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,55555,99999,1,1,1,1,NA,7,2,NA,NA,NA,NA
61463,1,2,2,1,1,1,1,1,2,NA,1,1,1,1,2,NA,1,2,4,4,4,1,2,3,3,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61464,1,2,3,1,3,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
61465,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,1,1,3,460,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61466,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
61467,1,1,2,1,1,2,1,2,2,NA,2,2,3,2,2,NA,2,2,4,4,3,2,3,3,3,3,NA,NA,1,1,12,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61468,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61469,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61470,2,2,2,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,NA,NA,1,1,37,200,2,NA,NA,2,1,24,2,NA,NA,NA,NA
61471,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61472,1,1,2,1,1,2,2,2,2,NA,2,2,3,2,2,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61473,2,2,2,2,NA,2,2,2,NA,NA,2,3,3,2,2,NA,2,2,3,3,2,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61474,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,18,460,1,NA,NA,NA,NA,NA,NA,NA,1,2,8
61475,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,1,1,20,400,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
61476,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,25,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61477,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61478,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61479,1,1,2,2,NA,1,2,2,2,NA,2,3,3,2,2,NA,2,2,3,3,2,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61480,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61481,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61482,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61483,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61484,2,2,2,1,2,1,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,4,1,1,1,2,2,3,2,2,1,1,131,200,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61485,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,31,193,1,1,1,1,1,12,1,2,NA,NA,NA
61486,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61487,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61488,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61489,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,1,1,3,3,3,2,1,1,1,55555,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61490,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
61491,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61492,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
61493,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,3,NA,NA,2,NA,NA,NA,1,NA,NA,1,1,60,1,2,NA,NA,NA
61494,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
61495,1,2,1,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,NA,NA,1,1,6,540,1,NA,NA,1,1,48,1,3,NA,NA,NA
61496,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61497,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61498,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61499,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
