"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq300","ind310","inq320"
85370,2,2,1,1,2,2,1,2,1,3,1.02,1,2,1,3
85371,1,2,2,2,2,2,2,2,1,6,1.31,2,2,1,1
85372,1,1,2,2,2,2,2,1,1,7,1.27,1,2,4,1
85373,1,2,2,2,2,2,2,2,2,7,1.27,1,2,1,1
85374,1,2,2,1,2,1,2,2,1,9,1.99,3,2,2,1
85375,2,2,1,2,2,2,2,1,2,4,1.29,1,1,NA,3
85376,1,2,2,2,2,2,2,2,1,1,0.14,1,2,1,2
85377,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
85378,1,1,2,2,2,2,2,2,2,12,4.7,3,1,NA,1
85379,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,3
85380,1,2,1,2,2,2,2,1,1,6,1.24,1,2,1,1
85381,1,2,2,2,1,2,2,2,2,11,3.87,3,2,1,1
85382,1,2,2,2,2,2,2,2,2,7,1.25,1,2,1,1
85383,1,2,2,2,2,2,2,1,1,11,3.38,3,1,NA,1
85384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85385,1,2,2,2,2,2,2,2,1,1,0,1,2,1,1
85386,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
85387,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85388,1,2,2,1,2,2,2,2,1,6,1.01,1,2,1,1
85389,1,1,1,2,2,2,2,2,1,5,0.44,1,2,2,1
85390,1,2,2,2,2,2,2,2,2,9,2.86,3,2,1,1
85391,1,1,2,2,2,2,2,2,1,2,0.2,1,2,1,3
85392,1,2,2,2,2,2,2,2,2,10,2.32,3,2,1,1
85393,1,2,1,2,2,2,2,2,2,4,0.68,1,2,1,1
85394,1,2,2,2,2,2,2,1,1,7,1.1,1,9,NA,1
85395,1,2,2,2,2,2,2,2,2,8,2.39,3,2,1,1
85396,2,2,2,2,2,2,2,2,2,99,NA,1,2,3,1
85397,1,1,2,2,2,2,1,2,2,3,0.6,1,2,1,4
85398,1,1,1,2,2,2,2,2,2,9,2.28,3,2,1,1
85399,1,1,2,2,2,2,2,2,2,6,1.14,1,2,1,1
85400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85401,1,1,2,2,2,2,2,2,1,7,1.25,1,2,1,1
85402,2,2,1,2,2,2,2,2,1,5,1.55,2,2,1,1
85403,1,2,2,2,2,2,2,2,2,3,0.6,1,2,1,1
85404,2,2,1,2,1,2,2,2,2,99,NA,9,1,NA,1
85405,1,2,2,2,2,2,2,1,2,12,4.4,3,2,1,1
85406,2,2,1,1,2,2,2,1,1,4,1.58,2,2,1,1
85407,2,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
85408,1,2,2,2,2,2,2,2,1,7,2.25,3,2,1,1
85409,1,1,1,2,1,2,2,2,2,11,2.75,3,2,99,1
85410,1,2,2,2,2,2,2,1,2,12,4.22,3,2,1,1
85411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85412,1,2,2,2,2,2,2,2,2,1,0,1,2,1,4
85413,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85415,2,2,1,2,2,2,1,2,1,NA,NA,NA,NA,NA,3
85416,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85417,1,1,2,2,2,2,2,2,2,11,3.96,3,1,NA,1
85418,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
85419,1,1,2,2,2,2,2,2,1,7,1.14,1,2,2,1
85420,1,2,2,2,2,2,2,2,2,10,2.53,3,2,1,1
85421,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,8
85422,1,2,1,2,2,2,2,2,2,99,NA,2,2,5,2
85423,2,2,1,2,1,2,2,2,2,5,1.42,2,2,1,1
85424,2,2,1,2,2,2,2,2,2,3,0.89,1,2,1,6
85425,2,2,1,2,2,2,2,2,2,3,1.12,1,1,NA,1
85426,1,2,2,2,2,2,2,2,2,5,1.5,2,2,1,1
85427,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
85428,2,2,2,2,2,2,2,2,2,99,NA,1,2,1,3
85429,2,2,1,2,2,2,2,2,2,99,NA,1,2,1,1
85430,1,2,2,2,2,2,2,2,2,10,3.27,3,2,1,1
85431,1,2,2,1,2,2,2,2,2,6,1.55,2,2,1,1
85432,1,2,2,2,2,2,2,2,2,6,1.24,1,2,4,1
85433,1,1,2,2,2,2,2,1,2,77,NA,3,2,3,1
85434,1,2,2,2,2,2,2,2,2,7,1.48,2,1,NA,1
85435,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
85436,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
85437,1,2,2,2,2,1,2,2,1,2,0.32,1,2,1,1
85438,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85439,1,2,2,1,2,2,2,2,1,12,3.59,3,1,NA,1
85440,1,2,2,2,2,2,2,2,1,11,2.76,3,2,2,1
85441,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
85442,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85443,1,2,2,2,2,2,2,1,1,10,4.16,3,2,2,1
85444,1,2,1,2,1,2,2,2,2,6,1.46,2,2,1,2
85445,2,2,1,2,2,2,2,2,2,3,1.12,1,2,1,2
85446,1,2,2,2,2,2,2,2,2,4,0.9,1,2,1,1
85447,1,2,1,2,2,2,2,2,2,10,1.35,2,2,1,3
85448,2,2,1,2,1,2,2,1,2,5,1.92,3,2,5,3
85449,2,2,1,2,2,1,2,2,1,1,0,1,2,1,1
85450,2,1,1,2,2,2,2,1,2,4,1.52,2,1,NA,1
85451,1,2,2,2,2,2,2,1,2,11,5,3,2,4,1
85452,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85453,2,2,1,2,2,1,2,2,2,6,1.01,1,2,1,1
85454,1,2,2,2,2,2,2,2,1,11,4.66,3,2,3,1
85455,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
85456,2,2,1,2,2,2,2,1,2,4,1.44,2,1,NA,1
85457,1,1,1,2,2,2,2,1,2,11,5,3,1,NA,1
85458,1,1,2,1,2,2,2,2,2,6,1.05,1,2,1,1
85459,1,2,2,2,2,2,1,2,2,1,0.12,1,2,1,1
85460,1,2,2,2,2,2,2,2,2,9,1.63,2,2,1,2
85461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85462,1,2,2,2,2,2,2,2,2,7,1.78,2,1,NA,1
85463,1,2,2,2,2,2,2,2,2,10,1.61,2,2,1,1
85464,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
85465,2,2,1,2,2,2,2,2,2,5,1.51,2,2,99,1
85466,1,1,2,2,2,2,2,2,2,12,4.7,3,1,NA,1
85467,9,2,1,2,2,2,2,2,2,3,0.75,1,2,1,1
85468,1,2,2,2,2,2,2,2,2,8,2.38,3,1,NA,1
85469,1,2,1,2,2,2,2,2,2,4,1.62,2,2,1,1
85470,2,2,1,2,2,2,2,2,2,3,0.37,1,2,1,1
85471,2,2,1,1,2,1,2,2,2,4,0.96,1,2,1,2
85472,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
85473,1,2,2,2,2,2,2,2,2,8,1.69,2,1,NA,1
85474,1,2,1,2,2,2,2,1,2,8,2.45,3,1,NA,1
85475,1,2,2,2,2,2,2,2,2,11,2.7,3,2,1,1
85476,1,2,2,2,2,2,2,2,2,7,1.44,2,2,1,1
85477,1,2,1,1,1,2,2,2,2,7,1.73,2,2,1,1
85478,2,2,2,2,2,2,1,2,2,2,0.38,1,2,1,4
85479,2,2,1,2,2,2,2,2,2,6,2.02,3,1,NA,1
85480,2,2,2,2,2,2,1,2,2,2,0.35,1,2,1,1
85481,1,2,2,2,2,2,2,2,2,5,2.02,3,2,2,1
85482,1,2,2,2,2,2,2,2,2,7,1.48,2,2,2,1
85483,2,2,1,1,2,1,2,2,2,6,1.31,2,2,1,1
85484,1,2,2,2,2,2,2,2,2,8,1.61,2,2,1,1
85485,1,1,2,2,2,2,2,2,1,8,2.69,3,2,2,1
85486,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
85487,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
85488,2,2,2,2,2,1,2,2,2,12,5,3,2,1,1
85489,1,2,2,2,2,2,2,1,2,5,1.5,2,2,3,2
85490,2,2,1,2,2,2,2,2,2,5,1.51,2,2,1,1
85491,2,2,2,1,2,2,2,2,2,5,1.42,2,2,1,1
85492,1,2,1,2,2,1,2,2,2,7,1.39,2,2,1,1
85493,2,2,1,2,1,2,2,2,2,5,2.02,3,2,3,1
85494,1,2,2,2,2,2,2,2,1,9,1.84,2,2,2,1
85495,1,2,2,2,2,2,2,2,2,11,2.29,3,2,1,1
85496,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85497,1,2,2,2,2,2,2,2,2,11,3.71,3,2,1,1
85498,1,2,1,2,2,2,1,2,2,5,0.77,1,2,1,1
85499,1,2,2,2,2,2,2,2,2,3,1.21,1,2,1,1
85500,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,7
85501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85502,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
85503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85504,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
85505,1,1,2,2,2,2,2,2,2,7,1.27,1,2,1,1
85506,1,2,2,2,2,2,2,2,2,3,0.37,1,2,1,1
85507,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
85508,1,1,2,2,2,2,2,2,2,4,0.96,1,2,1,7
85509,1,2,1,2,1,2,2,2,2,7,1.48,2,1,NA,1
85510,7,2,1,1,2,2,2,2,7,NA,NA,NA,NA,NA,1
85511,1,2,2,2,2,2,2,2,2,1,0.3,1,2,1,4
85512,1,2,2,2,2,2,2,2,1,6,0.81,1,2,1,1
85513,2,2,1,2,2,2,2,1,2,7,1.72,2,1,NA,1
85514,7,2,2,2,2,2,2,1,2,77,NA,3,7,NA,1
85515,1,2,2,2,2,2,2,2,2,9,1.63,2,2,1,6
85516,1,2,2,2,2,2,2,2,2,77,NA,7,2,1,1
85517,1,2,1,2,1,2,2,1,2,6,1.36,2,1,NA,1
85518,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85519,1,1,1,1,2,2,2,1,2,12,5,3,1,NA,1
85520,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
85521,1,1,1,2,1,2,2,1,2,6,2.03,3,1,NA,1
85522,1,2,2,2,1,1,2,2,2,11,3.71,3,2,1,1
85523,1,2,2,2,2,2,2,2,2,11,5,3,2,4,1
85524,1,1,2,2,2,2,2,2,1,8,1.69,2,2,1,1
85525,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
85526,2,2,2,2,2,1,1,2,2,5,0.74,1,2,1,1
85527,1,2,2,2,2,2,2,2,2,7,1.78,2,1,NA,1
85528,1,2,2,2,2,2,2,2,2,5,0.66,1,2,1,1
85529,2,2,1,2,1,2,2,2,2,8,2.32,3,2,1,1
85530,2,2,1,2,2,2,2,2,2,5,1.82,2,2,1,1
85531,1,2,2,2,2,2,2,2,2,6,1.8,2,2,1,3
85532,1,2,2,2,2,2,2,2,1,5,1.19,1,2,1,1
85533,1,1,2,2,2,2,2,2,1,6,0.81,1,2,1,1
85534,1,1,2,2,2,2,2,2,1,7,1.05,1,2,1,1
85535,1,2,1,2,2,2,2,2,2,4,0.68,1,2,1,1
85536,1,1,2,2,2,2,2,2,2,2,0.45,1,2,1,1
85537,1,2,2,2,2,2,1,2,2,7,3.03,3,2,1,2
85538,1,1,1,2,2,2,2,2,1,5,0.44,1,2,2,1
85539,2,1,2,2,2,2,2,2,2,3,0.23,1,2,1,1
85540,2,2,2,2,2,2,2,2,1,3,0.33,1,2,1,1
85541,1,2,1,2,1,2,2,2,2,11,5,3,1,NA,1
85542,1,2,2,2,2,2,2,2,2,3,0.49,1,1,NA,1
85543,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
85544,1,2,2,2,2,2,2,2,1,99,NA,1,2,1,7
85545,2,2,1,2,2,2,2,1,2,12,5,3,2,3,1
85546,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,2
85547,1,1,2,2,2,2,2,2,1,8,1.51,2,2,1,1
85548,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
85549,1,2,1,2,2,2,2,2,2,3,0.9,1,2,1,5
85550,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
85551,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,4
85552,2,2,1,1,1,2,2,2,1,10,4.52,3,2,4,1
85553,1,2,1,2,2,2,2,1,2,99,NA,1,2,3,1
85554,1,2,2,2,2,1,2,2,2,5,0.72,1,2,1,1
85555,9,2,9,2,2,2,9,2,2,99,NA,9,2,1,6
85556,1,2,2,2,2,2,1,2,2,4,0.63,1,2,1,5
85557,2,1,2,1,2,1,2,2,2,9,2.11,3,2,1,1
85558,1,2,2,2,2,2,2,2,1,4,0.59,1,2,1,1
85559,1,2,2,2,2,2,2,1,2,10,2.97,3,2,2,1
85560,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
85561,1,2,2,2,2,2,2,1,2,9,2.11,3,2,1,1
85562,1,2,1,2,2,2,2,1,2,10,5,3,1,NA,1
85563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85564,2,2,1,1,1,1,2,2,2,6,1.76,2,2,1,1
85565,1,2,2,2,2,2,2,2,2,6,1.03,1,2,1,1
85566,1,2,2,2,2,2,2,2,1,6,1.24,1,2,1,1
85567,1,2,2,2,2,2,2,2,2,3,0.65,1,2,1,6
85568,1,2,2,2,2,2,2,2,2,7,2.08,3,2,1,1
85569,1,2,1,2,2,1,2,2,2,7,1.1,1,2,1,1
85570,1,2,2,2,2,2,2,2,2,12,4.22,3,2,1,1
85571,1,2,2,2,2,2,2,2,1,5,1.13,1,2,1,2
85572,1,1,1,2,1,2,2,1,2,99,NA,1,1,NA,1
85573,1,2,2,2,2,2,2,2,1,12,4.22,3,2,2,1
85574,1,2,2,2,2,2,1,2,2,1,0.15,1,2,1,1
85575,1,2,2,2,2,2,2,2,2,5,0.76,1,2,1,1
85576,2,2,1,1,2,2,2,2,2,7,2.62,3,2,3,1
85577,1,2,2,2,2,2,2,2,2,7,0.88,1,2,3,1
85578,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
85579,1,2,2,2,2,2,2,2,2,7,1.73,2,2,2,1
85580,1,2,2,2,2,2,2,2,1,8,1.4,2,2,1,1
85581,1,2,2,2,2,2,2,2,2,3,0.75,1,2,1,1
85582,1,1,2,2,2,2,2,2,2,8,1.23,1,2,1,1
85583,1,2,2,2,2,2,2,2,2,7,1.78,2,2,1,1
85584,1,1,2,2,2,2,2,1,2,12,5,3,2,4,1
85585,2,2,1,2,2,2,2,2,2,77,NA,7,7,NA,1
85586,1,2,1,2,2,1,2,2,2,4,0.52,1,2,1,1
85587,1,2,1,1,2,2,2,2,2,8,3.22,3,2,2,1
85588,1,2,2,2,2,2,2,1,2,7,2.95,3,1,NA,6
85589,1,2,2,2,2,2,2,2,2,5,0.74,1,2,2,1
85590,2,2,1,2,1,1,2,2,2,99,NA,9,2,1,1
85591,1,2,1,1,2,2,2,2,1,99,NA,2,1,NA,2
85592,1,2,2,2,2,2,2,2,2,6,0.96,1,2,1,1
85593,1,1,2,2,2,2,2,2,2,4,0.52,1,2,1,1
85594,2,1,1,2,1,2,2,1,2,12,5,3,1,NA,1
85595,1,1,2,2,2,2,2,2,2,9,2.52,3,2,1,1
85596,1,2,2,2,2,2,2,2,2,7,1.63,2,2,1,1
85597,1,2,2,2,2,2,2,2,2,1,0.37,1,2,1,1
85598,1,2,1,1,1,1,1,2,2,99,NA,3,2,2,1
85599,1,2,2,2,2,2,2,2,2,3,1.22,1,2,1,1
85600,1,2,2,2,2,2,2,2,1,3,0.38,1,2,1,1
85601,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1,1
85602,1,2,1,2,2,1,1,1,2,4,0.74,1,2,1,1
85603,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,4
85604,1,2,2,2,2,2,2,2,2,3,0.41,1,2,1,1
85605,1,2,2,2,2,2,2,1,2,12,4.94,3,1,NA,1
85606,1,2,1,2,1,2,2,1,2,11,2.87,3,1,NA,1
85607,1,2,2,2,2,2,2,2,2,8,1.69,2,1,NA,1
85608,1,2,2,2,2,2,2,2,2,7,1.14,1,2,1,1
85609,1,2,1,2,2,2,2,2,1,12,4.22,3,2,4,1
85610,1,2,1,2,2,1,2,2,2,4,0.52,1,2,1,1
85611,1,2,2,2,2,2,2,2,2,8,2.23,3,2,1,1
85612,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85613,2,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
85614,2,2,1,2,2,2,2,2,2,6,2.16,3,2,3,1
85615,1,1,2,2,2,2,2,2,2,12,3.59,3,1,NA,1
85616,1,2,2,2,2,2,2,2,2,8,1.88,3,2,1,1
85617,1,2,2,2,2,2,2,2,2,3,0.6,1,2,1,1
85618,1,1,2,2,2,2,2,2,2,8,2.38,3,2,3,1
85619,1,2,2,2,2,2,2,2,2,9,1.63,2,2,1,6
85620,1,2,1,2,2,2,2,2,2,12,3.82,3,1,NA,1
85621,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,7
85622,1,2,2,2,2,2,2,2,2,6,0.88,1,1,NA,2
85623,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85624,2,2,1,2,2,2,2,2,2,5,1.94,3,2,1,1
85625,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
85626,2,2,1,2,2,2,2,2,2,4,1.01,1,2,1,3
85627,1,1,2,2,2,2,2,2,2,12,5,3,2,1,1
85628,1,2,1,1,2,2,2,1,1,12,5,3,1,NA,1
85629,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
85630,1,2,2,2,2,2,2,2,2,7,1.58,2,2,1,1
85631,1,2,2,2,1,2,2,2,2,9,2.47,3,2,3,1
85632,2,2,1,1,1,2,2,1,2,8,3,3,1,NA,1
85633,1,1,2,2,2,2,2,2,2,9,2.11,3,2,1,1
85634,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
85635,1,2,2,2,1,2,2,1,2,11,2.87,3,1,NA,1
85636,1,7,7,7,7,7,7,7,7,77,NA,2,7,NA,1
85637,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1,1
85638,1,1,2,2,2,2,2,1,1,11,3.96,3,1,NA,1
85639,2,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
85640,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
85641,1,2,1,2,1,2,2,1,1,10,5,3,1,NA,1
85642,1,2,2,2,2,2,2,2,2,6,2.53,3,2,1,1
85643,1,2,1,2,2,2,2,2,2,5,1.5,2,2,1,1
85644,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
85645,1,1,2,2,2,2,2,2,1,7,0.98,1,2,1,1
85646,1,2,2,2,2,2,2,2,2,6,1.18,1,2,1,1
85647,2,2,1,2,1,2,2,2,2,7,2.62,3,1,NA,1
85648,2,2,1,2,2,2,2,2,2,2,0.48,1,2,1,6
85649,1,1,2,2,2,2,2,2,1,2,0.31,1,2,1,1
85650,1,2,2,2,2,2,2,2,2,9,2.57,3,1,NA,1
85651,1,2,2,2,2,1,2,2,2,4,0.63,1,2,1,1
85652,1,2,2,2,2,2,2,2,2,9,2.57,3,1,NA,1
85653,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1,1
85654,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,4
85655,1,2,2,2,2,2,2,2,2,6,0.89,1,2,1,6
85656,1,2,2,2,2,2,2,2,2,77,NA,7,1,NA,1
85657,1,1,2,2,2,2,2,1,2,12,3.59,3,1,NA,1
85658,2,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
85659,1,2,2,2,2,2,2,2,2,12,4.94,3,1,NA,1
85660,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
85661,1,2,2,2,2,2,2,2,1,8,1.69,2,2,1,2
85662,1,1,1,2,2,2,2,2,2,3,0.75,1,2,1,1
85663,2,2,1,1,2,1,2,2,2,2,0.36,1,2,1,1
85664,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
85665,1,2,2,2,2,2,2,1,2,12,4.22,3,1,NA,1
85666,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
85667,2,2,1,1,1,2,2,2,1,10,3.23,3,2,1,1
85668,2,2,2,1,2,2,2,2,1,8,4.04,3,2,1,1
85669,2,2,1,2,1,2,2,1,2,7,2.71,3,1,NA,1
85670,1,2,1,2,2,2,2,2,2,4,1.12,1,2,1,1
85671,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
85672,1,2,2,2,2,2,2,2,2,4,0.98,1,2,1,1
85673,1,2,2,2,2,1,2,2,1,4,0.55,1,2,1,1
85674,1,2,2,2,2,2,2,2,1,11,3.87,3,2,1,1
85675,1,2,2,2,2,2,2,2,2,5,1.84,2,2,1,1
85676,1,2,1,1,2,2,2,2,1,10,2.38,3,2,1,1
85677,1,2,2,2,2,2,2,2,2,12,4.16,3,1,NA,1
85678,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
85679,2,2,1,2,1,2,2,1,2,8,3.37,3,1,NA,1
85680,1,1,2,2,2,2,1,1,2,9,2.86,3,1,NA,1
85681,1,2,1,1,1,2,2,2,2,8,2.08,3,2,1,1
85682,1,2,2,2,2,1,2,2,2,6,1.38,2,2,1,1
85683,1,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
85684,1,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,1
85685,2,2,1,2,1,2,2,1,2,7,2.79,3,1,NA,1
85686,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
85687,1,2,2,2,2,2,2,2,2,2,0.45,1,2,1,1
85688,1,2,2,2,2,2,2,2,2,12,5,3,2,2,1
85689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85690,1,2,2,2,2,2,2,2,2,77,NA,3,1,NA,1
85691,1,2,1,2,2,2,2,1,2,8,3.31,3,2,4,4
85692,1,2,1,2,1,2,2,2,2,10,2.96,3,2,1,1
85693,1,2,2,2,2,2,2,2,2,10,1.61,2,2,1,1
85694,1,1,2,2,2,2,2,2,2,9,1.47,2,2,1,1
85695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85696,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
85697,2,2,1,2,2,2,2,2,2,2,0.79,1,2,1,5
85698,1,2,2,2,2,2,2,2,2,5,0.72,1,2,1,1
85699,1,1,2,2,2,2,2,2,1,8,1.4,2,2,1,1
85700,2,1,1,2,1,2,2,1,2,9,3.54,3,1,NA,1
85701,2,2,1,2,2,2,2,2,2,3,0.82,1,2,1,1
85702,1,1,2,2,1,2,2,2,1,3,0.4,1,2,1,1
85703,1,2,2,2,2,2,1,2,2,7,1.36,2,2,1,1
85704,1,1,2,2,2,2,2,1,2,11,3.66,3,1,NA,1
85705,1,2,2,2,2,2,2,2,1,8,2.51,3,2,1,1
85706,1,1,2,2,2,2,2,2,2,99,NA,3,2,1,1
85707,1,2,2,2,2,2,2,2,2,9,2.47,3,1,NA,1
85708,1,2,2,2,2,2,2,2,2,6,1.09,1,2,4,1
85709,1,2,2,2,2,2,2,2,1,11,5,3,7,NA,1
85710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85711,1,2,2,2,2,2,2,2,2,8,3.37,3,2,3,1
85712,1,1,2,2,2,2,2,2,2,7,1.52,2,2,1,1
85713,1,2,2,2,2,2,2,2,2,6,1.49,2,2,1,1
85714,1,2,1,2,1,2,2,2,2,12,4.79,3,2,4,1
85715,7,1,2,2,2,2,2,2,2,3,0.91,1,2,1,1
85716,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1
85717,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85718,1,2,2,2,2,2,2,2,2,6,2.45,3,2,1,1
85719,1,1,2,2,2,2,2,2,2,12,5,3,2,3,1
85720,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
85721,1,2,2,2,2,2,2,2,2,9,2.11,3,2,4,1
85722,1,2,2,2,2,2,2,2,2,5,0.65,1,2,2,1
85723,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1,1
85724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85725,2,2,1,1,2,2,2,2,2,12,5,3,2,1,1
85726,2,2,1,1,2,1,2,2,2,6,1.49,2,2,1,1
85727,1,2,2,2,2,2,2,2,2,7,1.27,1,2,4,1
85728,2,2,2,1,2,2,2,2,2,4,1.31,2,2,1,1
85729,1,2,2,2,2,2,2,1,2,12,4.94,3,1,NA,1
85730,1,2,1,2,1,2,2,1,1,7,2.34,3,1,NA,1
85731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85732,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
85733,1,1,2,2,2,2,2,2,2,7,2.26,3,2,1,1
85734,1,1,1,2,2,2,2,1,1,12,5,3,7,NA,1
85735,1,2,1,2,1,2,2,2,2,4,1.05,1,2,1,1
85736,1,2,2,2,1,2,2,2,2,8,2.08,3,2,2,1
85737,1,2,1,2,1,2,2,1,2,10,2.97,3,1,NA,1
85738,1,2,2,2,2,2,2,1,2,99,NA,9,2,1,1
85739,1,1,1,2,2,2,2,1,2,12,5,3,2,2,1
85740,2,2,2,2,2,2,2,2,2,5,1.36,2,2,1,1
85741,1,2,2,2,2,1,2,2,2,99,NA,9,2,99,1
85742,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
85743,9,2,1,2,1,2,2,1,2,77,NA,3,7,NA,1
85744,1,2,2,2,2,2,2,1,2,11,3.8,3,1,NA,1
85745,2,2,1,2,1,2,2,1,2,6,1.88,3,1,NA,1
85746,1,1,2,2,2,2,2,1,2,10,4.52,3,1,NA,1
85747,1,2,2,2,2,2,2,2,2,77,NA,3,1,NA,1
85748,1,2,2,2,2,2,2,2,1,11,5,3,2,1,1
85749,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
85750,1,2,2,2,2,2,2,2,2,8,1.77,2,2,1,1
85751,1,2,2,2,2,2,2,2,1,7,1.11,1,2,1,1
85752,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,1
85753,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
85754,1,2,2,2,2,2,2,2,1,12,5,3,1,NA,1
85755,1,2,2,2,2,2,2,2,2,8,1.47,2,2,1,1
85756,1,2,2,1,2,2,2,2,1,99,NA,9,2,99,2
85757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85758,1,2,2,2,2,2,2,2,2,5,0.66,1,1,NA,1
85759,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
85760,1,2,1,2,2,2,2,1,2,8,3.01,3,2,2,1
85761,1,2,2,2,2,2,1,1,2,5,1.19,1,2,1,1
85762,1,2,2,2,2,2,2,2,2,3,0.75,1,2,1,1
