"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq300","ind310","inq320"
91156,1,2,2,2,2,2,2,2,2,11,4.17,3,2,1,1
91157,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
91158,2,1,2,1,2,1,2,2,2,9,2.11,3,2,1,1
91159,1,2,2,2,2,2,2,2,2,9,2.47,3,2,1,1
91160,1,1,2,2,2,2,2,1,1,12,5,3,1,NA,1
91161,1,2,2,2,2,2,2,2,2,6,1.57,2,2,1,1
91162,1,2,2,2,2,2,2,2,2,7,1.11,1,2,1,1
91163,1,1,2,2,2,2,2,2,2,2,0.17,1,2,1,1
91164,1,2,1,1,1,2,2,2,2,7,1.73,2,2,1,1
91165,1,1,2,2,2,2,1,2,1,1,0.15,1,2,1,2
91166,1,1,1,1,2,2,2,1,1,99,NA,3,2,2,1
91167,1,2,2,2,2,2,2,2,2,3,0.4,1,2,1,1
91168,2,2,1,2,2,1,2,2,2,2,0.41,1,2,1,3
91169,2,2,1,2,2,2,2,2,2,6,0.6,1,2,1,1
91170,1,2,2,2,2,2,2,2,2,5,1.35,2,2,1,1
91171,2,2,2,2,1,2,2,2,2,99,NA,9,1,NA,3
91172,1,1,2,2,2,2,2,1,1,11,5,3,1,NA,1
91173,2,2,2,2,2,2,2,2,1,1,0.07,1,2,1,3
91174,1,2,2,2,2,2,2,2,2,10,3.63,3,1,NA,1
91175,2,1,1,2,2,2,2,1,2,12,5,3,1,NA,1
91176,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,1
91177,1,2,2,2,2,2,2,1,1,11,4.17,3,1,NA,2
91178,1,1,2,2,2,2,2,2,1,4,0.79,1,2,1,1
91179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91180,2,2,1,2,1,2,2,2,2,7,2.42,3,2,1,1
91181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91183,1,2,2,2,2,2,2,2,2,5,0.74,1,2,1,1
91184,1,2,2,2,2,2,2,2,1,6,1.57,2,2,1,1
91185,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1,7
91186,1,2,2,2,2,2,2,2,2,12,4.94,3,2,2,1
91187,1,1,1,2,1,1,2,1,2,99,NA,9,2,1,1
91188,1,2,2,2,2,2,2,2,2,77,NA,1,7,NA,1
91189,1,2,2,2,2,2,2,1,2,4,0.89,1,1,NA,1
91190,1,2,2,2,2,2,2,2,2,6,1.49,2,2,1,1
91191,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
91192,1,2,2,2,2,2,2,2,2,7,1.18,1,2,1,1
91193,2,1,2,2,2,2,2,2,2,3,0.23,1,2,1,1
91194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91195,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
91196,1,2,1,1,1,2,2,2,2,10,3.06,3,2,2,2
91197,1,2,2,2,2,2,2,2,2,3,1.25,1,2,2,1
91198,1,2,1,2,2,2,2,2,1,6,1.38,2,2,1,3
91199,1,2,2,2,2,2,2,2,2,2,0.23,1,2,1,1
91200,1,1,2,2,2,2,2,2,2,5,1.19,1,1,NA,1
91201,1,2,1,2,2,2,2,2,2,6,1.49,2,2,1,4
91202,1,1,2,2,2,1,2,1,2,99,NA,1,9,NA,4
91203,1,2,2,2,2,2,2,1,2,12,4.95,3,1,NA,1
91204,1,2,2,2,2,2,2,2,2,8,3.15,3,2,2,1
91205,1,1,2,2,2,2,2,1,1,11,3.96,3,1,NA,1
91206,1,2,2,2,2,2,2,2,2,7,2.64,3,2,1,1
91207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91208,1,2,2,2,2,1,2,2,2,99,NA,9,2,1,8
91209,1,2,2,2,2,2,2,1,2,10,2.53,3,2,1,1
91210,2,2,2,2,2,2,2,2,2,2,0.23,1,2,1,2
91211,1,2,2,2,2,2,2,2,2,10,2.72,3,2,1,1
91212,1,2,2,2,2,2,1,2,2,6,0.92,1,2,1,1
91213,2,2,1,2,1,2,2,2,2,6,2.1,3,2,1,1
91214,1,2,2,2,2,2,2,2,2,11,3.04,3,1,NA,1
91215,1,2,2,1,2,1,2,2,1,9,1.99,3,2,2,1
91216,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
91217,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
91218,1,2,2,2,2,2,2,2,2,9,2.47,3,2,1,1
91219,1,2,2,2,2,2,1,2,2,99,NA,1,9,NA,2
91220,1,1,2,2,2,2,2,2,2,8,1.31,2,2,1,1
91221,1,2,2,2,2,2,2,2,2,99,NA,1,2,5,2
91222,1,1,2,2,2,2,2,1,2,12,5,3,2,4,1
91223,1,2,2,2,2,2,2,2,1,1,0.06,1,2,1,1
91224,1,2,1,2,1,1,2,2,2,7,1.11,1,2,1,1
91225,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
91226,1,2,2,2,2,2,2,2,2,6,0.85,1,2,1,1
91227,1,2,1,2,2,2,1,2,2,3,0.68,1,2,1,1
91228,1,2,2,2,2,1,2,2,1,3,0.29,1,2,1,1
91229,1,2,2,2,2,2,2,2,2,11,3.95,3,2,1,1
91230,2,1,2,2,2,2,2,2,2,3,0.23,1,2,1,1
91231,1,1,2,2,2,2,2,2,2,1,0,1,2,2,1
91232,1,2,2,1,2,2,2,2,2,4,0.73,1,1,NA,1
91233,1,2,2,2,2,2,2,2,1,3,0.29,1,2,1,1
91234,1,2,2,2,2,2,2,2,1,8,1.17,1,2,1,2
91235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91236,1,2,1,2,1,2,2,1,1,11,5,3,1,NA,1
91237,1,2,2,2,2,2,2,2,2,10,2.96,3,2,1,1
91238,1,2,2,2,2,2,2,2,1,6,1.18,1,2,1,1
91239,1,2,1,2,1,2,2,2,2,6,1.46,2,2,1,2
91240,1,2,2,2,2,2,2,2,1,7,1.96,3,2,1,1
91241,1,2,2,2,2,2,2,2,1,4,0.48,1,2,1,1
91242,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
91243,1,2,2,2,2,2,2,2,2,1,0,1,1,NA,1
91244,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1,1
91245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91246,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
91247,1,2,1,2,1,2,2,2,2,11,4.48,3,2,3,1
91248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91249,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
91250,1,1,2,2,2,2,2,2,2,7,1.27,1,2,1,1
91251,1,2,2,2,2,2,2,2,2,2,0.4,1,2,1,4
91252,1,2,2,2,2,2,2,2,2,4,1.05,1,2,1,1
91253,1,2,2,2,2,2,2,2,2,7,2.56,3,2,1,1
91254,1,2,2,2,2,2,2,1,1,99,NA,1,2,1,1
91255,1,2,2,2,2,2,2,2,2,11,3.75,3,2,2,1
91256,1,1,2,2,2,2,2,1,1,12,5,3,1,NA,1
91257,1,2,2,2,2,1,2,2,1,3,0.29,1,2,1,1
91258,2,2,1,2,1,2,2,2,2,7,1.85,2,1,NA,1
91259,2,1,2,2,2,2,2,2,2,10,2.53,3,2,4,9
91260,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1,1
91261,1,2,2,2,2,2,2,2,1,4,1.13,1,2,1,1
91262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91263,2,2,2,2,2,2,2,2,2,1,0,1,2,1,1
91264,2,2,2,2,2,2,2,2,2,1,0.35,1,2,1,1
91265,1,2,2,2,2,2,2,1,2,12,3.8,3,2,4,1
91266,1,1,2,2,2,2,2,2,2,11,4.46,3,1,NA,1
91267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91268,1,2,1,2,2,2,2,2,2,6,1.43,2,1,NA,1
91269,1,2,2,2,2,2,2,2,2,8,1.69,2,1,NA,1
91270,1,2,2,2,2,2,2,2,2,9,2.11,3,2,2,1
91271,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
91272,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
91273,1,2,2,2,2,2,2,2,1,4,0.59,1,2,1,1
91274,2,2,1,2,2,1,2,2,1,4,0.95,1,2,1,3
91275,1,2,2,2,2,2,2,1,1,10,3.29,3,1,NA,1
91276,2,2,1,2,2,2,2,2,2,2,0.44,1,2,1,4
91277,1,2,1,2,2,2,2,2,2,12,5,3,7,NA,1
91278,1,2,2,2,2,2,2,2,1,3,0.38,1,2,1,1
91279,1,2,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,1
91280,1,2,1,2,2,2,2,2,2,10,2.21,3,2,2,1
91281,2,2,2,2,2,2,2,2,1,4,0.9,1,2,1,1
91282,1,1,2,2,2,2,2,2,1,9,5,3,2,1,1
91283,1,2,2,2,2,2,2,2,2,6,1.67,2,2,1,2
91284,1,2,2,2,2,2,2,2,2,6,2.65,3,2,2,1
91285,1,2,2,2,2,2,2,2,2,8,2.39,3,2,1,1
91286,1,2,2,2,2,2,2,2,2,6,0.81,1,7,NA,1
91287,1,2,2,2,2,2,2,2,2,2,0.42,1,2,1,1
91288,2,1,2,2,2,2,2,2,2,5,0.99,1,1,NA,1
91289,1,1,2,2,1,2,2,2,1,5,0.63,1,2,3,1
91290,1,2,2,2,2,2,2,2,2,10,2.67,3,1,NA,1
91291,1,1,2,2,2,2,2,2,1,6,0.81,1,2,1,1
91292,1,2,1,2,2,2,2,2,2,99,NA,1,2,1,1
91293,2,2,2,1,2,2,2,2,2,2,0.18,1,2,1,1
91294,2,2,1,2,2,2,2,2,2,3,0.37,1,2,1,1
91295,2,1,2,2,2,2,2,2,2,5,0.84,1,2,1,1
91296,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
91297,1,1,2,2,2,2,2,1,2,10,2.53,3,2,2,1
91298,1,1,2,2,2,2,2,2,2,3,0.34,1,2,1,1
91299,9,9,9,2,2,2,2,2,2,99,NA,9,2,1,1
91300,1,2,2,2,2,2,2,1,1,8,2.38,3,9,NA,1
91301,2,2,1,2,1,2,2,2,2,77,NA,7,7,NA,1
91302,1,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
91303,2,2,1,2,2,1,2,2,2,3,0.9,1,2,1,1
91304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91305,1,2,2,2,2,1,2,2,1,4,0.55,1,2,1,1
91306,1,2,2,2,2,2,2,2,1,7,1.79,2,2,1,1
91307,1,2,2,2,2,2,1,2,2,2,0.2,1,2,1,1
91308,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
91309,2,2,1,2,2,1,2,2,2,4,1.05,1,2,1,1
91310,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
91311,1,2,2,2,2,2,2,2,2,7,2.62,3,2,1,1
91312,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
91313,1,2,2,2,2,2,2,2,2,7,1.28,1,2,1,1
91314,1,2,2,2,2,2,2,1,1,7,1.1,1,9,NA,1
91315,2,2,1,2,2,2,2,2,2,6,0.6,1,2,1,1
91316,1,2,2,2,2,2,2,2,2,7,1.44,2,2,1,1
91317,1,2,1,2,1,2,2,2,2,77,NA,1,2,1,1
91318,1,2,1,2,2,2,2,2,1,11,2.98,3,1,NA,1
91319,1,2,2,2,2,2,1,2,2,7,1.36,2,2,1,1
91320,1,2,2,2,2,2,2,2,2,6,1.25,1,2,1,1
91321,2,2,1,2,2,1,2,2,2,3,1.21,1,2,1,2
91322,7,7,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
91323,1,2,2,2,2,2,2,2,1,3,0.67,1,2,1,1
91324,2,2,1,2,1,2,2,2,2,7,1.85,2,1,NA,1
91325,1,2,2,2,2,2,1,2,2,3,1.22,1,2,1,1
91326,1,2,2,2,2,2,1,2,2,99,NA,1,2,1,1
91327,1,1,2,2,2,2,2,2,1,99,NA,2,2,1,1
91328,1,2,2,2,2,2,2,2,2,6,2.53,3,1,NA,1
91329,2,2,1,2,2,2,2,1,2,4,1.55,2,2,5,1
91330,1,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
91331,1,2,2,2,2,1,1,2,2,3,0.22,1,2,1,1
91332,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
91333,1,2,2,2,2,1,2,2,1,4,0.49,1,2,1,1
91334,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
91335,2,2,1,2,1,1,2,1,2,8,2.38,3,1,NA,1
91336,1,2,2,2,2,2,2,2,2,5,1.94,3,2,1,2
91337,1,2,2,1,2,2,2,2,2,7,1.48,2,2,1,1
91338,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
91339,1,2,2,2,2,2,2,2,2,6,1.55,2,2,1,1
91340,1,2,2,2,2,2,2,2,2,7,1.27,1,2,2,1
91341,1,2,1,2,1,2,2,2,2,99,NA,3,2,3,1
91342,1,2,2,2,2,2,2,2,2,3,0.45,1,2,1,1
91343,1,2,1,2,2,2,2,2,2,9,2.99,3,2,1,1
91344,2,2,2,1,2,1,2,2,2,2,0.62,1,2,1,5
91345,1,2,2,2,2,2,2,2,2,2,0.42,1,2,1,1
91346,2,2,1,2,2,2,2,2,2,99,NA,3,1,NA,8
91347,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1,2
91348,1,2,2,2,2,2,2,1,2,12,4.94,3,1,NA,1
91349,1,2,1,1,1,2,2,2,2,9,2.48,3,1,NA,1
91350,1,2,2,2,2,2,2,2,2,6,1.34,2,2,1,1
91351,1,2,2,2,2,2,2,2,1,1,0,1,2,4,4
91352,1,2,2,2,2,2,2,2,2,1,0,1,2,1,3
91353,1,2,2,2,2,2,2,2,1,7,3.06,3,2,1,1
91354,1,2,2,2,2,2,2,2,1,8,3,3,2,1,1
91355,2,2,1,2,1,2,2,2,2,3,0.71,1,2,1,1
91356,2,2,2,2,2,2,2,2,2,1,0,1,2,1,3
91357,1,1,2,2,2,9,2,2,2,7,1.79,2,2,1,1
91358,1,2,2,2,2,2,2,2,2,9,1.77,2,2,2,1
91359,1,2,2,2,2,2,2,2,2,7,3.03,3,2,1,5
91360,1,1,2,2,2,2,2,2,2,11,3.95,3,1,NA,1
91361,1,2,2,2,2,2,2,2,2,9,2.99,3,1,NA,1
91362,1,2,2,2,2,1,2,2,1,4,0.55,1,2,1,1
91363,1,2,2,2,2,2,2,2,1,7,1.35,2,2,1,1
91364,1,2,2,2,2,2,2,1,2,7,2.08,3,1,NA,1
91365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91366,1,2,2,2,2,2,2,2,2,6,1.43,2,2,2,1
91367,1,1,2,2,2,2,2,1,2,7,1.93,3,1,NA,1
91368,2,2,1,2,1,2,2,2,2,6,2.12,3,2,3,1
91369,1,2,2,2,2,2,2,2,2,3,0.9,1,2,1,4
91370,1,2,2,2,2,2,2,1,1,10,2.96,3,1,NA,1
91371,2,2,1,2,1,2,2,2,2,6,2.17,3,2,1,1
91372,1,2,1,2,2,2,2,2,2,2,0.47,1,2,1,1
91373,2,2,2,2,2,2,2,2,2,4,1.63,2,1,NA,1
91374,1,2,2,2,2,2,2,1,2,7,1.73,2,1,NA,1
91375,1,1,2,2,2,2,2,2,2,8,1.2,1,2,3,1
91376,1,1,2,2,2,2,2,2,2,8,1.31,2,2,1,9
91377,2,2,1,2,1,2,2,1,2,4,1.43,2,1,NA,1
91378,1,2,2,2,2,2,2,2,1,8,1.17,1,2,1,2
91379,1,2,2,2,2,2,2,2,1,6,1.61,2,2,2,1
91380,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
91381,1,2,2,2,2,2,2,2,2,4,0.46,1,2,1,1
91382,1,2,2,2,2,2,2,2,2,8,1.47,2,2,1,1
91383,1,2,2,2,2,2,2,1,2,12,4.94,3,1,NA,1
91384,1,1,2,2,2,2,2,2,2,10,2.32,3,2,1,1
91385,1,2,2,2,2,2,2,2,1,12,4.95,3,2,3,1
91386,2,2,1,2,2,1,2,2,1,6,0.89,1,2,1,1
91387,1,2,2,2,2,2,2,2,2,7,1.53,2,2,1,1
91388,1,2,2,2,2,2,2,2,2,9,2.38,3,2,1,4
91389,1,2,2,2,2,2,2,2,2,5,0.74,1,2,2,1
91390,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
91391,1,2,1,2,2,2,2,2,2,5,2.02,3,2,1,1
91392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91393,1,2,2,2,2,2,2,2,2,11,3.36,3,1,NA,1
91394,2,2,1,2,2,1,2,2,2,5,0.99,1,2,99,1
91395,1,2,2,2,2,2,2,2,2,9,2.38,3,2,1,4
91396,1,2,2,2,2,2,2,1,1,11,3.61,3,1,NA,1
91397,1,1,1,2,2,2,2,1,2,7,2.26,3,2,2,1
91398,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
91399,1,2,2,2,2,2,2,2,2,9,3.9,3,1,NA,1
91400,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
91401,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,2
91402,9,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
91403,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
91404,1,2,2,2,2,2,2,2,1,12,4.95,3,1,NA,1
91405,2,1,2,2,2,2,2,2,2,2,0.36,1,2,1,3
91406,2,1,1,2,1,2,2,1,2,12,5,3,9,NA,1
91407,2,1,1,2,2,1,2,2,2,3,0.54,1,2,1,1
91408,1,2,1,2,2,1,1,2,2,3,0.75,1,2,1,1
91409,1,2,2,2,2,2,2,2,2,10,2.72,3,2,1,1
91410,1,2,2,2,2,2,2,2,1,7,1.48,2,2,2,1
91411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91412,1,2,2,2,2,2,2,1,1,9,2.11,3,2,1,1
91413,1,2,2,2,2,2,2,2,2,11,3.12,3,2,4,1
91414,1,1,2,2,2,2,2,1,2,9,3.77,3,1,NA,1
91415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91416,1,2,2,2,2,2,2,2,2,6,0.7,1,2,1,1
91417,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
91418,1,1,1,2,2,1,2,2,1,6,1.18,1,2,1,2
91419,1,1,2,2,2,2,2,2,2,7,1.27,1,2,2,1
91420,1,2,2,2,2,2,2,2,1,5,2.02,3,2,4,1
91421,1,1,1,2,2,1,1,2,1,7,1.48,2,2,1,1
91422,1,2,2,2,2,2,2,1,1,4,0.59,1,2,1,1
91423,1,1,2,2,2,2,2,1,2,9,2.99,3,2,3,1
91424,1,2,2,2,2,2,2,2,1,99,NA,3,2,1,2
91425,1,2,1,1,2,2,2,2,2,8,2.07,3,2,1,1
91426,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA,1
91427,1,2,2,2,2,2,2,2,2,5,1.35,2,2,1,1
91428,1,2,2,2,2,2,2,2,2,6,1.37,2,2,1,1
91429,2,2,1,2,2,2,2,2,2,6,1.58,2,2,3,3
91430,1,1,2,2,2,2,2,1,1,7,1.27,1,2,4,1
91431,1,2,2,2,2,2,2,2,2,10,2.97,3,2,1,1
91432,2,2,1,2,2,2,2,1,2,7,2.64,3,1,NA,1
91433,2,2,1,2,2,1,1,2,2,6,0.92,1,2,1,1
91434,1,2,2,2,2,2,2,2,2,8,1.4,2,2,1,1
91435,2,2,2,2,2,2,2,2,1,2,0.21,1,2,1,1
91436,2,2,2,2,2,2,1,2,2,2,0.32,1,2,1,2
91437,1,1,2,2,2,2,2,2,2,11,2.96,3,1,NA,1
91438,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
91439,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
91440,2,2,1,1,1,2,2,2,2,7,2.08,3,1,NA,1
91441,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
91442,1,2,2,2,2,2,2,1,2,11,4.18,3,1,NA,2
91443,1,2,1,2,1,2,2,2,2,99,NA,9,2,1,1
91444,1,2,2,2,2,2,2,2,2,6,1.55,2,2,1,1
91445,1,2,2,2,2,1,2,2,1,3,0.29,1,2,1,1
91446,1,2,2,2,2,2,2,2,2,4,0.54,1,2,1,1
91447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91448,1,2,2,2,2,2,2,2,2,8,1.69,2,2,2,1
91449,1,2,2,2,2,2,2,2,2,2,0.45,1,2,1,1
91450,2,2,1,2,2,2,2,2,2,3,1.11,1,2,1,6
91451,1,1,2,2,2,2,2,2,2,3,0.6,1,2,1,5
91452,1,2,2,2,2,2,2,2,2,1,0,1,2,1,3
91453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91454,1,2,1,2,2,2,2,2,2,4,1.53,2,2,3,1
91455,1,1,1,2,2,2,2,2,2,10,3.57,3,2,2,1
91456,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
91457,1,2,2,1,2,2,2,2,2,9,1.22,1,1,NA,1
91458,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
91459,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
91460,1,1,2,2,2,2,2,2,2,11,3.95,3,1,NA,1
91461,1,1,1,2,2,2,2,2,2,7,1.9,3,2,3,1
91462,1,2,2,2,2,2,2,2,2,77,NA,1,1,NA,1
91463,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
91464,1,2,2,2,2,2,2,2,2,11,2.29,3,2,1,9
91465,2,2,2,2,2,2,2,2,2,3,1.22,1,2,1,1
91466,1,1,2,2,2,2,2,2,2,11,4.1,3,1,NA,1
91467,1,2,2,2,2,2,2,2,2,11,3.46,3,2,2,1
91468,1,2,1,2,2,1,2,2,2,6,1.88,3,2,1,1
91469,2,2,1,2,1,2,2,2,2,10,4.23,3,2,3,1
91470,2,2,1,2,2,1,2,2,2,2,0.37,1,2,1,1
91471,2,2,1,1,2,2,2,2,2,8,4.24,3,2,1,1
91472,1,1,2,2,2,2,2,2,2,9,2.11,3,2,1,9
91473,1,2,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
91474,1,2,2,2,2,2,2,2,2,3,0.8,1,2,1,1
91475,1,1,1,2,2,9,2,2,2,99,NA,9,2,1,1
91476,2,2,1,2,2,2,2,2,2,77,NA,3,2,1,8
91477,1,1,2,1,2,2,2,2,2,6,1.05,1,2,1,1
91478,1,2,2,2,2,2,2,2,2,11,2.66,3,2,2,1
91479,1,2,2,2,2,2,2,2,1,3,0.38,1,2,1,1
91480,1,2,2,2,2,2,2,2,2,12,5,3,2,2,1
91481,2,2,1,1,1,2,2,7,2,NA,NA,NA,NA,NA,1
91482,1,2,2,2,2,2,2,2,1,8,2.27,3,2,1,1
91483,1,1,2,2,2,2,2,2,2,6,1.14,1,2,1,1
91484,1,2,2,2,2,2,2,2,2,11,4.75,3,2,1,1
91485,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,4
91486,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,1
91487,1,2,2,2,2,2,2,2,2,8,4.08,3,2,3,1
91488,1,2,2,2,2,2,2,2,1,6,1.37,2,2,1,1
91489,1,2,2,2,2,2,2,2,2,4,0.96,1,2,77,1
91490,1,2,1,2,2,2,2,2,2,99,NA,9,2,1,4
91491,1,1,2,2,2,2,2,2,2,7,2.09,3,2,1,1
91492,9,2,1,2,1,2,2,1,2,77,NA,3,7,NA,1
91493,2,2,1,2,1,2,2,2,2,3,1.1,1,2,1,3
91494,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
91495,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
91496,1,2,2,2,2,2,2,2,2,8,1.98,3,2,2,1
91497,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
91498,1,2,2,2,2,2,1,2,1,5,0.99,1,2,1,1
91499,1,2,2,2,2,2,2,2,2,11,4.17,3,2,3,1
91500,1,2,2,2,2,2,1,2,2,99,NA,1,9,NA,2
91501,1,2,2,2,2,2,2,1,2,12,3.13,3,2,1,1
91502,1,2,2,2,2,2,1,2,1,5,0.99,1,2,1,1
91503,2,2,1,2,1,2,2,1,2,9,3.77,3,1,NA,1
91504,1,2,1,2,2,1,2,2,2,77,NA,1,2,2,3
91505,1,2,1,2,2,2,2,2,2,8,1.47,2,9,NA,1
91506,1,2,2,2,2,2,2,2,1,3,0.59,1,2,1,1
91507,2,2,2,1,2,1,1,2,2,2,0.41,1,2,1,4
91508,2,2,1,1,1,2,2,1,1,11,4.9,3,1,NA,1
91509,2,1,2,2,2,2,2,2,2,8,1.98,3,2,3,7
91510,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
91511,1,2,2,2,2,2,2,2,2,10,3.27,3,2,1,1
91512,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
91513,1,2,2,2,2,2,2,2,2,9,2.11,3,2,1,1
91514,1,2,2,2,2,2,2,2,2,3,0.65,1,2,1,1
91515,1,1,2,2,2,2,2,2,1,7,1.79,2,2,3,1
91516,1,2,2,2,2,2,2,2,2,5,0.66,1,2,1,4
91517,1,1,2,2,2,2,2,2,2,99,NA,3,2,3,1
91518,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
91519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91520,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
91521,1,2,1,2,2,1,2,2,2,8,1.47,2,1,NA,1
91522,2,2,2,2,2,2,2,2,2,3,0.92,1,2,1,1
91523,1,2,2,2,2,2,2,1,2,11,3.8,3,1,NA,1
91524,2,2,2,2,2,2,2,2,2,3,0.4,1,2,1,1
91525,1,2,2,2,2,2,2,1,2,11,3.88,3,1,NA,1
91526,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
91527,2,2,2,2,2,2,2,2,1,4,0.9,1,2,1,1
91528,1,2,2,2,2,2,2,2,1,11,2.57,3,2,3,1
91529,1,2,2,2,2,2,2,2,2,12,4.2,3,1,NA,1
91530,1,2,2,2,2,2,2,1,1,10,2.96,3,2,1,1
91531,1,2,2,2,2,2,2,2,2,2,0.25,1,2,1,1
91532,1,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
91533,2,2,1,2,1,2,2,1,2,6,2.53,3,1,NA,1
91534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91535,1,2,2,2,2,2,2,2,2,10,2.67,3,1,NA,1
91536,1,1,2,2,2,2,2,1,2,99,NA,9,1,NA,1
91537,1,2,2,2,2,2,2,2,2,99,NA,9,7,NA,1
91538,1,2,2,2,2,1,2,2,2,4,1.13,1,2,1,2
91539,1,2,2,1,2,2,2,2,2,7,2.7,3,2,1,1
91540,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
91541,1,1,2,2,2,2,2,2,2,7,1.73,2,2,5,1
91542,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,4
91543,1,2,2,2,2,2,2,2,2,5,0.76,1,2,1,1
91544,2,2,1,2,1,2,2,2,2,4,1.53,2,7,NA,1
91545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
