"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd391","ocd392","ocd395","ocq510","ocq520","ocq530","ocq540","ocq550","ocq560","ocq570","ocq580"
46570,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,20,420,1,35,2,NA,1,35,1,35
46571,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,168,2,NA,1,3,2,NA,1,2
46572,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,4,336,2,NA,2,NA,1,28,2,NA
46573,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46574,1,40,NA,15,8,4,1,180,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46575,1,40,NA,8,17,1,1,168,2,NA,NA,1,6,8,240,2,NA,1,29,2,NA,2,NA
46577,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,5,396,2,NA,2,NA,2,NA,2,NA
46578,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,21,480,2,NA,2,NA,1,40,1,40
46579,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,18,16,36,2,NA,2,NA,2,NA,2,NA
46580,1,16,1,8,17,1,1,348,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46582,1,50,NA,6,1,5,1,84,2,NA,NA,2,NA,NA,NA,1,3,1,12,1,3,1,3
46586,1,45,NA,8,17,5,1,420,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,35
46587,1,55,NA,8,16,1,4,20,2,NA,NA,1,18,16,42,2,NA,1,0,2,NA,1,1
46588,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,19,120,1,1,2,NA,1,1,1,1
46589,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,408,2,NA,1,34,2,NA,2,NA
46590,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,18,156,2,NA,2,NA,2,NA,2,NA
46591,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,300,1,10,1,5,1,9999,1,10
46593,1,48,NA,8,16,1,5,72,2,NA,NA,1,18,13,144,2,NA,1,12,2,NA,2,NA
46594,1,48,NA,9,17,1,5,288,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46595,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,17,12,NA,NA,NA,NA,NA,NA,NA,NA
46596,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,21,240,1,5,2,NA,1,5,1,25
46597,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,19,72,1,1,1,1,2,NA,1,3
46598,1,40,NA,4,19,1,1,84,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
46599,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,15,17,180,2,NA,1,2,2,NA,1,9
46600,1,65,NA,15,1,3,4,276,2,NA,NA,2,NA,NA,NA,1,0,2,NA,1,7,1,7
46601,1,32,1,18,13,1,1,6,2,NA,NA,1,11,2,21,2,NA,2,NA,2,NA,2,NA
46602,1,4,2,8,16,1,4,4,2,NA,NA,1,20,15,60,2,NA,2,NA,2,NA,2,NA
46603,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,11,48,1,9,2,NA,2,NA,2,NA
46604,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,15,360,2,NA,2,NA,2,NA,2,NA
46605,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,14,7,1,1,2,NA,2,NA,2,NA
46606,1,69,NA,2,22,1,1,12,2,NA,NA,2,NA,NA,NA,1,20,2,NA,2,NA,2,NA
46607,1,53,NA,15,8,3,1,36,1,1,NA,3,22,10,240,1,10,1,6,1,10,1,17
46609,1,40,NA,5,16,1,1,480,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46610,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46611,1,123,NA,9,17,1,5,84,1,16,NA,2,NA,NA,NA,1,2,2,NA,1,7,1,2
46613,1,32,2,18,14,1,1,1,2,NA,NA,1,1,18,120,2,NA,2,NA,1,10,1,0
46616,1,40,NA,4,1,4,1,108,2,NA,NA,1,4,1,264,1,25,1,25,1,3,1,20
46617,1,60,NA,14,14,1,1,264,2,NA,NA,2,NA,NA,NA,1,22,1,22,2,NA,2,NA
46619,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,22,480,2,NA,2,NA,2,NA,2,NA
46620,1,35,NA,16,6,4,1,180,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46621,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,21,120,1,10,2,NA,1,10,2,NA
46623,1,40,NA,8,17,1,4,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46625,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,18,13,120,2,NA,2,NA,2,NA,2,NA
46626,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,20,408,2,NA,2,NA,1,34,2,NA
46627,1,35,NA,19,21,1,2,240,2,NA,NA,2,NA,NA,NA,2,NA,1,20,2,NA,2,NA
46629,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,540,NA,NA,NA,NA,NA,NA,NA,NA
46630,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46633,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46634,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,1,540,1,30,1,25,2,NA,1,3
46635,1,40,NA,8,2,1,1,156,2,NA,NA,2,NA,NA,NA,2,NA,1,2,2,NA,1,10
46636,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,10,300,2,NA,2,NA,2,NA,2,NA
46638,1,40,NA,7,17,4,1,132,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46642,1,40,NA,4,19,1,1,24,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
46645,1,20,2,17,13,1,4,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46646,1,5,2,8,16,1,4,0,2,NA,NA,1,8,16,4,2,NA,2,NA,2,NA,2,NA
46647,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,13,24,2,NA,2,NA,1,0,1,2
46649,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,8,60,2,NA,2,NA,1,1,2,NA
46650,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,624,NA,NA,NA,NA,NA,NA,NA,NA
46651,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,17,240,2,NA,2,NA,2,NA,2,NA
46655,1,40,NA,5,21,1,1,12,2,NA,NA,1,8,16,1,2,NA,2,NA,2,NA,2,NA
46656,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,19,252,1,15,2,NA,1,1,2,NA
46657,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,660,1,30,1,6,1,5,1,14
46659,1,20,1,8,13,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,1,3,2,NA,2,NA
46660,1,70,NA,18,13,1,4,192,1,12,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46663,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,21,120,1,22,2,NA,1,10,1,6
46664,1,40,NA,4,1,1,1,2,2,NA,NA,2,NA,NA,NA,1,20,1,20,2,NA,1,20
46665,1,50,NA,13,7,5,1,372,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46666,1,37,NA,3,21,4,1,108,2,NA,NA,2,NA,NA,NA,1,18,2,NA,2,NA,1,9
46668,1,48,NA,8,20,1,1,6,2,NA,NA,1,14,14,84,1,7,2,NA,2,NA,1,7
46670,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,240,NA,NA,NA,NA,NA,NA,NA,NA
46671,1,40,NA,16,11,1,1,6,2,NA,NA,1,11,16,24,1,1,1,1,2,NA,2,NA
46674,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,17,96,2,NA,2,NA,2,NA,2,NA
46675,1,55,NA,11,1,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46676,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,420,1,35,2,NA,2,NA,2,NA
46677,1,55,NA,1,1,5,1,348,2,NA,NA,2,NA,NA,NA,1,30,1,30,2,NA,1,10
46680,1,31,2,19,16,1,1,0,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,0
46682,1,40,NA,18,15,1,1,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46684,1,20,1,8,16,1,1,36,1,10,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46687,1,23,2,8,16,1,1,132,2,NA,NA,1,18,13,444,NA,NA,NA,NA,NA,NA,NA,NA
46688,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,16,336,2,NA,2,NA,2,NA,2,NA
46690,1,32,1,14,14,1,1,48,2,NA,NA,1,4,19,96,2,NA,1,3,2,NA,2,NA
46691,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46692,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,20,240,2,NA,2,NA,2,NA,2,NA
46693,1,12,2,17,13,1,5,6,1,3,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,0
46694,1,70,NA,5,4,5,1,12,2,NA,NA,2,NA,NA,NA,1,0,2,NA,1,0,1,0
46699,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,16,48,1,4,2,NA,1,4,2,NA
46700,1,40,NA,15,8,2,1,60,2,NA,NA,1,13,4,480,2,NA,2,NA,2,NA,2,NA
46701,1,35,NA,18,13,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46704,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,14,336,1,3,2,NA,2,NA,2,NA
46705,1,40,NA,14,17,1,1,5,2,NA,NA,1,8,10,84,1,7,2,NA,2,NA,2,NA
46706,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46707,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46708,1,25,2,16,17,1,1,6,2,NA,NA,1,18,13,48,2,NA,2,NA,2,NA,2,NA
46710,1,52,NA,5,20,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,2
46711,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,13,36,2,NA,2,NA,2,NA,2,NA
46712,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,17,420,NA,NA,NA,NA,NA,NA,NA,NA
46713,1,27,2,8,17,1,1,12,1,1,NA,1,8,10,240,2,NA,2,NA,2,NA,2,NA
46716,1,40,NA,19,1,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46717,1,68,NA,18,13,1,1,156,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,1,13
46722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,21,156,1,13,1,6,2,NA,1,8
46724,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,144,1,12,2,NA,2,NA,2,NA
46725,1,40,NA,5,17,1,1,60,1,1,NA,1,6,21,84,2,NA,2,NA,2,NA,2,NA
46729,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46731,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,11,1,312,2,NA,2,NA,2,NA,2,NA
46732,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,240,2,NA,2,NA,2,NA,2,NA
46733,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46734,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,2,720,NA,NA,NA,NA,NA,NA,NA,NA
46736,1,38,NA,16,10,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46738,1,24,2,18,13,1,1,36,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,3
46740,1,30,1,18,14,1,1,2,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46741,1,40,NA,7,22,1,1,108,1,2,NA,2,NA,NA,NA,1,20,2,NA,1,9,1,10
46742,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46744,1,8,2,17,12,1,4,12,2,NA,NA,2,NA,NA,NA,1,4,2,NA,2,NA,2,NA
46745,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,15,8,96,1,0,2,NA,2,NA,2,NA
46746,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46747,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,540,1,45,2,NA,2,NA,1,45
46750,1,70,NA,4,20,1,4,8,2,NA,NA,1,1,18,420,2,NA,1,35,1,2,2,NA
46751,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,21,17,60,2,NA,2,NA,2,NA,2,NA
46752,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,17,36,2,NA,2,NA,2,NA,2,NA
46753,1,48,NA,15,14,3,3,168,2,NA,NA,2,NA,NA,NA,1,5,2,NA,1,14,1,3
46754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,13,12,2,NA,2,NA,2,NA,2,NA
46755,1,50,NA,8,16,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46756,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,17,480,2,NA,2,NA,2,NA,2,NA
46757,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,1,36,2,NA,2,NA,2,NA,2,NA
46759,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,22,396,NA,NA,NA,NA,NA,NA,NA,NA
46760,1,40,NA,8,16,5,5,8,2,NA,NA,1,12,1,18,1,1,2,NA,2,NA,1,1
46761,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,23,300,2,NA,2,NA,2,NA,2,NA
46762,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,22,5,2,NA,2,NA,2,NA,2,NA
46763,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,5,21,60,2,NA,2,NA,2,NA,2,NA
46764,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,8,17,288,1,4,1,24,2,NA,2,NA
46766,1,40,NA,17,15,4,1,36,2,NA,NA,1,19,17,60,2,NA,1,1,2,NA,2,NA
46768,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,360,2,NA,2,NA,2,NA,2,NA
46769,1,57,NA,4,19,1,1,12,1,6,NA,1,5,20,72,1,9,1,1,1,8,2,NA
46770,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,13,120,2,NA,1,1,2,NA,1,0
46771,1,70,NA,18,13,1,5,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46776,1,25,2,18,1,5,1,372,2,NA,NA,2,NA,NA,NA,2,NA,1,31,2,NA,2,NA
46777,1,20,2,19,15,5,1,144,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46778,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,540,2,NA,1,15,2,NA,1,2
46779,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,20,576,NA,NA,NA,NA,NA,NA,NA,NA
46780,1,55,NA,13,1,5,5,120,2,NA,NA,2,NA,NA,NA,1,15,1,15,1,15,1,30
46781,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,22,216,2,NA,2,NA,2,NA,2,NA
46782,1,8,2,10,13,1,2,5,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46784,1,40,NA,6,21,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,1,6,2,NA,2,NA
46785,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,16,180,NA,NA,NA,NA,NA,NA,NA,NA
46786,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,22,336,2,NA,2,NA,2,NA,2,NA
46787,1,16,2,15,8,4,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46788,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,18,13,1,2,NA,2,NA,2,NA,2,NA
46791,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,84,1,7,1,7,1,7,1,7
46794,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,17,120,2,NA,2,NA,2,NA,2,NA
46795,1,45,NA,18,13,1,3,6,2,NA,NA,1,4,19,72,2,NA,2,NA,2,NA,2,NA
46797,1,40,NA,1,22,1,1,24,2,NA,NA,2,NA,NA,NA,1,2,2,NA,2,NA,2,NA
46799,1,45,NA,8,22,1,1,4,1,6,NA,1,4,19,12,1,2,2,NA,1,2,2,NA
46800,1,40,NA,16,10,5,1,384,2,NA,NA,2,NA,NA,NA,1,3,2,NA,2,NA,1,1
46801,1,64,NA,5,21,1,1,156,2,NA,NA,2,NA,NA,NA,1,4,1,4,1,1,1,13
46802,1,42,NA,1,22,1,4,8,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,4
46803,1,45,NA,5,4,1,5,144,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46804,1,40,NA,15,8,1,1,24,2,NA,NA,1,16,6,36,1,0,1,2,1,1,1,1
46805,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,17,348,NA,NA,NA,NA,NA,NA,NA,NA
46807,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,14,180,1,15,2,NA,2,NA,2,NA
46808,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,20,48,2,NA,2,NA,1,1,1,1
46811,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,9,360,NA,NA,NA,NA,NA,NA,NA,NA
46812,1,5,2,15,8,4,4,12,2,NA,NA,1,15,8,240,2,NA,2,NA,1,10,2,NA
46814,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,20,14,24,2,NA,2,NA,2,NA,2,NA
46816,1,84,NA,13,1,5,2,2,2,NA,NA,1,18,13,18,1,0,1,0,2,NA,2,NA
46819,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,18,240,1,20,1,20,2,NA,2,NA
46820,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,11,120,NA,NA,NA,NA,NA,NA,NA,NA
46823,1,72,NA,16,15,3,5,72,2,NA,NA,1,18,1,168,2,NA,1,14,2,NA,2,NA
46824,1,40,NA,11,17,1,1,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,7
46825,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,17,5,2,NA,2,NA,2,NA,2,NA
46827,1,40,NA,4,19,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,10,2,NA
46828,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,144,1,12,1,12,1,12,1,12
46829,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,16,84,2,NA,1,4,1,3,2,NA
46830,1,30,2,15,13,3,1,192,2,NA,NA,1,16,10,216,2,NA,2,NA,2,NA,2,NA
46832,1,40,NA,9,15,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46833,1,40,NA,8,17,1,1,4,2,NA,NA,1,8,16,12,2,NA,2,NA,2,NA,2,NA
46834,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,13,3,7,2,NA,2,NA,2,NA,2,NA
46835,1,60,NA,2,21,1,3,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,20
46836,1,25,1,13,9,5,1,204,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46838,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,4,300,2,NA,2,NA,1,3,2,NA
46839,1,25,1,4,19,5,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46840,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17,156,2,NA,2,NA,2,NA,2,NA
46841,1,35,NA,21,17,4,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46843,1,46,NA,9,22,1,1,216,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,18,1,20
46846,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46847,1,23,2,15,8,1,1,96,2,NA,NA,2,NA,NA,NA,1,0,2,NA,2,NA,2,NA
46850,1,24,2,16,13,1,2,1,2,NA,NA,1,8,22,4,2,NA,2,NA,2,NA,2,NA
46851,1,38,NA,16,14,1,1,156,2,NA,NA,2,NA,NA,NA,2,NA,1,13,2,NA,1,14
46852,1,30,2,18,16,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,1,1,2,NA,2,NA
46853,1,70,NA,9,22,1,1,420,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46854,1,40,NA,8,16,1,1,300,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46856,1,44,NA,6,21,1,1,228,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,20
46857,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,540,1,45,2,NA,1,45,2,NA
46859,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,19,384,1,2,1,32,1,32,1,4
46861,1,50,NA,16,11,1,1,48,1,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46862,1,65,NA,21,20,2,1,48,2,NA,NA,2,NA,NA,NA,1,15,2,NA,1,15,1,30
46863,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46864,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,17,72,2,NA,2,NA,2,NA,2,NA
46866,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,17,300,NA,NA,NA,NA,NA,NA,NA,NA
46867,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,20,180,2,NA,2,NA,2,NA,1,15
46870,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,10,17,96,1,8,2,NA,1,0,2,NA
46871,1,44,NA,10,17,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46872,1,64,NA,14,17,1,1,60,1,1,NA,1,18,22,144,1,5,2,NA,1,5,2,NA
46874,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,12,NA,NA,NA,NA,NA,NA,NA,NA
46875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,360,1,7,2,NA,1,30,1,30
46876,1,30,2,12,16,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46877,1,37,NA,8,17,1,1,2,2,NA,NA,1,18,16,120,2,NA,2,NA,2,NA,1,1
46879,1,37,NA,10,17,1,1,12,2,NA,NA,1,16,17,48,2,NA,2,NA,2,NA,2,NA
46880,1,50,NA,21,12,4,4,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46881,1,35,NA,16,14,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,4
46883,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,14,84,2,NA,2,NA,2,NA,2,NA
46884,1,40,NA,18,13,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46885,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887,1,15,2,16,11,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46888,1,14,2,15,8,4,1,288,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,0
46891,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,240,1,20,1,20,2,NA,1,20
46893,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,18,13,24,2,NA,2,NA,2,NA,2,NA
46896,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,21,216,2,NA,2,NA,2,NA,2,NA
46897,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,7,96,2,NA,2,NA,2,NA,1,5
46898,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,36,NA,NA,NA,NA,NA,NA,NA,NA
46899,1,50,NA,15,8,4,1,180,2,NA,NA,2,NA,NA,NA,1,7,2,NA,2,NA,2,NA
46900,1,40,NA,4,19,5,1,432,2,NA,NA,2,NA,NA,NA,1,1,2,NA,1,1,1,1
46901,2,NA,1,8,21,1,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46902,1,5,2,13,1,5,1,600,2,NA,NA,1,13,3,360,2,NA,2,NA,2,NA,2,NA
46905,1,40,NA,15,12,3,2,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
46906,1,50,NA,21,12,2,1,276,2,NA,NA,2,NA,NA,NA,1,7,2,NA,2,NA,2,NA
46907,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,14,36,1,3,1,3,1,3,1,3
46909,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,456,2,NA,2,NA,1,16,1,35
46911,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46914,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,21,156,1,17,1,4,1,4,1,4
46916,1,24,2,14,14,5,1,48,2,NA,NA,1,16,11,372,2,NA,2,NA,2,NA,2,NA
46917,1,40,NA,4,2,1,1,48,2,NA,NA,2,NA,NA,NA,1,4,2,NA,2,NA,2,NA
