"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd391","ocd392","ocd395","ocq510","ocq520","ocq530","ocq540","ocq550","ocq560","ocq570","ocq580"
43986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,16,36,1,1,2,NA,2,NA,2,NA
43988,1,52,NA,8,16,1,1,4,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43989,1,40,NA,18,13,1,1,192,2,NA,NA,2,NA,NA,NA,2,NA,1,16,2,NA,2,NA
43991,1,60,NA,16,11,1,3,252,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43992,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,16,8,2,NA,2,NA,2,NA,2,NA
43993,1,30,2,18,13,1,1,12,2,NA,NA,1,6,17,480,NA,NA,NA,NA,NA,NA,NA,NA
43994,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,384,1,32,2,NA,2,NA,2,NA
43995,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43997,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,21,228,2,NA,2,NA,2,NA,2,NA
43999,1,30,1,16,11,1,1,36,2,NA,NA,1,18,13,168,2,NA,2,NA,2,NA,2,NA
44000,1,16,2,8,16,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44001,1,50,NA,21,12,4,1,228,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44003,1,6,2,14,14,5,5,48,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44004,1,24,1,13,16,1,1,8,2,NA,NA,1,16,10,180,2,NA,2,NA,2,NA,2,NA
44005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,21,36,2,NA,1,0,2,NA,2,NA
44008,1,56,NA,8,16,1,1,4,2,NA,NA,1,1,18,120,1,10,1,10,2,NA,1,10
44010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,20,360,2,NA,2,NA,2,NA,1,30
44011,1,40,NA,19,17,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9,17,132,2,NA,2,NA,2,NA,2,NA
44013,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,11,144,2,NA,2,NA,2,NA,2,NA
44015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,12,24,2,NA,2,NA,2,NA,2,NA
44016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,21,180,1,15,1,2,2,NA,2,NA
44017,1,55,NA,9,22,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44019,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,14,120,2,NA,2,NA,2,NA,2,NA
44020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44021,1,36,NA,8,17,1,1,108,1,1,NA,1,8,17,108,2,NA,2,NA,2,NA,2,NA
44022,1,35,NA,15,8,1,1,36,2,NA,NA,2,NA,NA,NA,1,9,2,NA,2,NA,2,NA
44024,1,70,NA,9,22,1,1,3,2,NA,NA,1,21,10,30,2,NA,2,NA,2,NA,2,NA
44027,1,20,1,19,21,5,5,480,2,NA,NA,1,21,20,360,1,30,1,6,1,39,1,5
44029,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,9,180,1,10,2,NA,2,NA,1,4
44031,1,60,NA,4,19,1,1,18,1,1,NA,2,NA,NA,NA,1,9,1,9,2,NA,2,NA
44032,1,40,NA,19,1,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44033,1,50,NA,16,10,3,1,240,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44034,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,1,24,2,NA,2,NA,2,NA,2,NA
44035,1,40,NA,16,11,1,3,16,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44039,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44040,1,54,NA,4,19,1,1,12,2,NA,NA,1,4,19,240,1,25,1,25,2,NA,1,4
44041,2,NA,1,15,8,3,1,12,2,NA,NA,1,10,3,288,2,NA,2,NA,2,NA,1,3
44042,1,38,NA,6,21,1,3,144,1,6,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44043,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44044,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44045,1,50,NA,4,19,5,5,168,2,NA,NA,1,3,21,240,1,20,1,15,1,20,2,NA
44046,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44047,1,41,NA,11,2,1,1,6,2,NA,NA,1,11,2,18,1,2,2,NA,2,NA,2,NA
44048,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,15,540,1,3,1,10,2,NA,1,5
44049,1,57,NA,14,14,1,5,36,2,NA,NA,2,NA,NA,NA,1,14,2,NA,2,NA,2,NA
44050,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,22,24,2,NA,2,NA,2,NA,2,NA
44051,1,60,NA,16,10,1,5,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44052,1,30,2,9,22,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,5,2,NA
44053,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,17,72,NA,NA,NA,NA,NA,NA,NA,NA
44055,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,144,NA,NA,NA,NA,NA,NA,NA,NA
44057,1,60,NA,18,13,1,2,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44058,1,32,1,11,17,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44059,1,40,NA,14,3,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44060,2,NA,2,8,9,5,5,72,2,NA,NA,1,16,6,384,2,NA,2,NA,2,NA,2,NA
44061,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44062,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,420,1,35,2,NA,2,NA,2,NA
44063,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,72,2,NA,2,NA,2,NA,2,NA
44064,1,30,2,13,21,1,2,6,2,NA,NA,1,6,21,72,2,NA,1,4,2,NA,1,6
44065,1,8,2,13,17,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44066,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,18,3,2,NA,2,NA,2,NA,2,NA
44067,1,27,2,18,13,1,2,4,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44068,1,40,NA,13,17,1,1,60,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44069,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,1,300,2,NA,2,NA,2,NA,2,NA
44071,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,15,180,2,NA,2,NA,2,NA,2,NA
44072,1,40,NA,14,17,1,1,264,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44073,1,40,NA,4,19,1,1,168,2,NA,NA,2,NA,NA,NA,1,14,1,1,1,14,1,1
44074,1,84,NA,9,22,1,4,1,2,NA,NA,1,2,19,12,1,0,2,NA,1,2,1,3
44079,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44081,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,13,3,2,NA,2,NA,2,NA,2,NA
44082,1,20,2,13,16,1,1,60,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44084,1,48,NA,18,13,1,4,4,2,NA,NA,2,NA,NA,NA,1,5,2,NA,1,1,1,0
44085,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,420,1,35,1,6,1,35,2,NA
44086,1,84,NA,2,19,1,1,60,2,NA,NA,2,NA,NA,NA,1,30,1,30,1,30,1,30
44088,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,360,2,NA,2,NA,2,NA,2,NA
44089,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,14,96,2,NA,1,8,1,12,1,8
44090,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,21,120,2,NA,2,NA,2,NA,2,NA
44091,1,30,1,14,14,5,1,180,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,15
44092,1,45,NA,4,19,1,1,24,2,NA,NA,1,14,22,144,1,2,1,4,2,NA,2,NA
44093,1,75,NA,16,17,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,8
44095,2,NA,2,16,15,1,5,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44096,1,47,NA,9,22,1,1,48,2,NA,NA,2,NA,NA,NA,1,5,2,NA,2,NA,2,NA
44097,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,312,2,NA,2,NA,2,NA,2,NA
44098,1,40,NA,5,21,1,1,12,1,1,NA,2,NA,NA,NA,1,5,1,14,1,14,1,14
44100,1,60,NA,21,12,4,2,84,1,1,NA,1,19,15,132,1,16,2,NA,2,NA,2,NA
44102,1,40,NA,8,20,1,1,8,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,0,1,0
44104,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,17,180,NA,NA,NA,NA,NA,NA,NA,NA
44106,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,13,60,2,NA,2,NA,2,NA,2,NA
44108,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44109,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,19,300,1,25,1,25,1,25,1,25
44110,1,40,NA,16,11,1,1,2,2,NA,NA,1,9,17,120,1,4,2,NA,1,4,1,4
44111,1,48,NA,18,13,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44112,1,40,NA,9,17,1,1,14,2,NA,NA,1,16,17,96,2,NA,2,NA,2,NA,2,NA
44113,1,42,NA,8,22,1,1,48,2,NA,NA,1,8,16,216,1,4,2,NA,1,4,1,4
44115,1,50,NA,21,17,2,5,288,2,NA,NA,2,NA,NA,NA,1,5,2,NA,2,NA,2,NA
44116,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44117,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,264,2,NA,2,NA,2,NA,2,NA
44120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,480,2,NA,2,NA,2,NA,2,NA
44121,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,19,216,1,3,2,NA,1,2,1,2
44122,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44123,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,21,180,1,15,1,10,1,15,1,15
44124,1,38,NA,16,6,3,1,72,2,NA,NA,1,16,6,72,2,NA,2,NA,1,0,2,NA
44125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,18,16,9,2,NA,2,NA,2,NA,2,NA
44126,1,35,NA,11,2,5,1,240,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
44127,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44128,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44129,1,32,1,16,11,1,1,24,2,NA,NA,1,10,17,240,2,NA,2,NA,2,NA,2,NA
44130,1,40,NA,15,8,3,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44131,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,15,17,60,2,NA,2,NA,2,NA,2,NA
44132,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,20,14,24,2,NA,2,NA,2,NA,2,NA
44133,1,42,NA,11,17,1,1,108,2,NA,NA,2,NA,NA,NA,9,NA,2,NA,2,NA,2,NA
44134,1,17,2,18,13,1,2,5,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44141,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44142,1,20,2,18,13,1,2,60,1,0,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
44144,1,40,NA,13,17,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44145,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,12,24,2,NA,2,NA,2,NA,2,NA
44147,1,40,NA,16,11,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44148,1,50,NA,20,14,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
44149,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,21,240,NA,NA,NA,NA,NA,NA,NA,NA
44150,1,24,1,8,14,1,1,18,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44154,1,24,1,10,9,1,5,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,0
44155,1,20,2,15,14,3,1,420,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44156,2,NA,1,4,19,1,1,5,2,NA,NA,1,4,19,60,1,1,2,NA,2,NA,1,3
44157,1,20,2,15,8,3,1,4,2,NA,NA,3,22,9,48,2,NA,2,NA,2,NA,2,NA
44158,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,17,120,2,NA,2,NA,2,NA,2,NA
44159,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,11,6,2,NA,1,1,2,NA,1,1
44160,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,8,60,2,NA,1,3,2,NA,2,NA
44162,1,15,2,4,17,1,1,2,2,NA,NA,1,17,15,240,2,NA,2,NA,2,NA,2,NA
44163,1,40,NA,16,14,1,1,30,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,2,2,NA
44164,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,480,NA,NA,NA,NA,NA,NA,NA,NA
44165,1,45,NA,16,1,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,8,1,20
44167,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8,22,5,2,NA,2,NA,2,NA,2,NA
44169,1,50,NA,4,19,5,1,96,2,NA,NA,2,NA,NA,NA,1,5,1,9,2,NA,1,9
44171,1,60,NA,22,2,3,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44173,1,50,NA,6,16,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44175,1,40,NA,4,19,1,1,72,1,8,NA,2,NA,NA,NA,1,6,2,NA,2,NA,2,NA
44176,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,480,1,40,1,40,1,40,2,NA
44177,1,40,NA,16,10,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44178,1,25,2,14,22,1,2,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44180,1,35,NA,4,19,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44181,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,19,84,1,5,2,NA,1,2,2,NA
44182,1,40,NA,14,22,1,1,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,5,2,NA
44183,1,45,NA,14,22,1,1,0,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44184,1,58,NA,9,22,1,1,60,2,NA,NA,2,NA,NA,NA,1,24,1,24,1,24,1,12
44186,1,50,NA,4,19,1,1,24,2,NA,NA,2,NA,NA,NA,1,15,2,NA,2,NA,1,15
44187,1,50,NA,4,22,1,1,144,2,NA,NA,2,NA,NA,NA,1,12,2,NA,1,12,2,NA
44189,1,40,NA,16,17,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44190,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,13,360,2,NA,2,NA,2,NA,2,NA
44191,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,21,456,NA,NA,NA,NA,NA,NA,NA,NA
44193,2,NA,1,16,15,5,1,24,2,NA,NA,1,16,17,60,2,NA,2,NA,2,NA,2,NA
44194,1,40,NA,18,13,1,4,48,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44195,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,14,300,2,NA,2,NA,2,NA,1,25
44196,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,19,180,1,15,1,5,1,10,2,NA
44197,1,48,NA,6,22,1,1,2,2,NA,NA,1,18,13,36,2,NA,2,NA,2,NA,2,NA
44199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,15,17,9,2,NA,2,NA,2,NA,2,NA
44200,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,4,14,NA,NA,NA,NA,NA,NA,NA,NA
44201,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,480,2,NA,1,40,2,NA,1,40
44202,1,19,2,18,16,1,2,12,1,0,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44203,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,13,96,2,NA,2,NA,2,NA,2,NA
44205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,6,72,2,NA,2,NA,2,NA,2,NA
44206,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,22,168,1,6,1,0,2,NA,1,3
44208,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,17,420,2,NA,1,35,2,NA,2,NA
44209,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,18,480,1,5,2,NA,1,40,1,40
44210,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,3,360,2,NA,2,NA,2,NA,2,NA
44211,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44212,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44213,1,45,NA,16,10,1,1,4,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44215,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,16,84,1,2,2,NA,1,1,2,NA
44217,1,60,NA,13,17,4,1,264,2,NA,NA,2,NA,NA,NA,1,22,1,22,1,22,2,NA
44218,1,16,1,18,1,1,1,0,2,NA,NA,1,3,17,384,1,1,1,1,2,NA,1,2
44220,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,16,180,2,NA,2,NA,1,1,2,NA
44221,1,40,NA,6,21,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,2
44223,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7,17,204,1,4,1,3,1,17,1,11
44228,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,9,22,360,1,30,2,NA,1,30,2,NA
44229,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,17,228,2,NA,2,NA,2,NA,1,4
44230,1,2,2,17,8,1,4,0,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,0
44231,1,35,NA,4,19,1,1,3,2,NA,NA,1,4,19,60,1,5,2,NA,2,NA,2,NA
44232,1,40,NA,10,1,1,1,60,2,NA,NA,2,NA,NA,NA,1,0,1,0,1,0,2,NA
44233,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,216,2,NA,2,NA,2,NA,1,2
44237,1,50,NA,19,15,1,5,2,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44238,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,1,300,2,NA,2,NA,1,5,2,NA
44240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,1,420,1,10,1,3,1,40,1,1
44241,1,50,NA,6,20,1,1,72,2,NA,NA,1,6,21,144,2,NA,2,NA,1,27,1,27
44243,1,40,NA,21,4,2,1,240,2,NA,NA,2,NA,NA,NA,2,NA,1,1,2,NA,1,1
44245,1,43,NA,16,10,1,5,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44246,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44247,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,8,132,2,NA,2,NA,2,NA,2,NA
44248,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,15,8,60,1,1,2,NA,1,1,1,4
44249,1,40,NA,18,22,1,1,4,2,NA,NA,1,4,22,24,1,2,2,NA,2,NA,2,NA
44250,1,49,NA,6,22,1,1,2,2,NA,NA,7,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44251,1,35,NA,18,16,1,2,1,1,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44252,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44253,1,40,NA,8,17,1,5,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44254,1,60,NA,18,13,1,2,48,2,NA,NA,2,NA,NA,NA,2,NA,1,4,1,0,1,2
44255,1,36,NA,16,10,1,1,108,1,1,NA,2,NA,NA,NA,2,NA,1,2,2,NA,2,NA
44257,1,45,NA,15,1,3,1,336,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44259,1,59,NA,2,12,1,2,132,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
44260,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,11,300,2,NA,2,NA,2,NA,2,NA
44261,1,50,NA,8,16,5,1,180,1,7,NA,2,NA,NA,NA,1,20,1,10,1,20,1,30
44262,1,36,NA,16,1,1,1,72,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44264,1,25,2,17,15,1,1,6,2,NA,NA,1,13,9,144,2,NA,2,NA,2,NA,2,NA
44265,1,40,NA,6,4,1,3,12,2,NA,NA,2,NA,NA,NA,1,20,1,10,1,15,1,20
44266,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,20,36,2,NA,2,NA,2,NA,2,NA
44267,1,24,1,14,22,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
44268,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,19,420,2,NA,2,NA,2,NA,2,NA
44269,1,30,2,18,14,1,1,7,2,NA,NA,1,20,11,228,2,NA,2,NA,2,NA,2,NA
44271,1,40,NA,4,19,1,1,144,2,NA,NA,1,5,19,72,1,18,2,NA,2,NA,2,NA
44273,1,25,2,18,13,1,4,12,2,NA,NA,2,NA,NA,NA,2,NA,1,1,2,NA,2,NA
44274,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,20,240,1,20,2,NA,1,20,2,NA
44275,1,50,NA,8,16,1,1,36,2,NA,NA,1,13,9,420,2,NA,2,NA,2,NA,2,NA
44276,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,540,2,NA,2,NA,2,NA,2,NA
44279,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,99999,NA,NA,NA,NA,NA,NA,NA,NA
44281,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44284,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,20,60,1,23,1,23,1,5,1,15
44285,1,40,NA,18,13,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,5
44286,1,36,NA,4,19,5,1,180,2,NA,NA,2,NA,NA,NA,1,25,2,NA,2,NA,1,25
44287,1,30,2,15,17,3,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,23,1,23
44288,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,17,48,2,NA,2,NA,1,4,1,4
44289,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,16,48,2,NA,2,NA,2,NA,2,NA
44290,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9,22,300,2,NA,2,NA,1,25,1,25
44291,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,14,48,2,NA,1,3,2,NA,2,NA
44295,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,21,0,1,0,2,NA,2,NA,2,NA
44296,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,17,540,2,NA,2,NA,2,NA,2,NA
44298,1,30,2,4,19,1,1,120,2,NA,NA,1,4,19,300,2,NA,2,NA,2,NA,2,NA
44299,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,22,384,1,32,2,NA,2,NA,2,NA
44302,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,18,96,2,NA,2,NA,2,NA,2,NA
44303,1,50,NA,4,19,1,1,48,2,NA,NA,2,NA,NA,NA,1,4,2,NA,2,NA,1,4
44304,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,9,60,2,NA,2,NA,2,NA,2,NA
44305,1,40,NA,16,14,1,1,18,2,NA,NA,2,NA,NA,NA,1,5,1,3,2,NA,1,2
44307,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,21,84,2,NA,2,NA,2,NA,2,NA
44309,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,8,12,1,1,2,NA,2,NA,2,NA
44310,1,10,2,14,2,1,5,12,2,NA,NA,1,18,13,48,2,NA,2,NA,2,NA,2,NA
