"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd392","ocd395"
39876,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,156
39877,1,40,NA,6,21,1,1,120,2,NA,NA,2,NA,NA
39878,1,40,NA,11,17,1,1,60,2,NA,NA,2,NA,NA
39879,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,72
39880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
39883,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,24
39884,1,40,NA,18,13,1,4,36,1,1,NA,1,10,120
39885,1,6,2,16,11,1,4,36,2,NA,NA,2,NA,NA
39886,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,3
39887,1,30,2,18,13,6,4,4,1,1,NA,2,NA,NA
39892,1,40,NA,13,17,1,1,336,2,NA,NA,2,NA,NA
39894,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,264
39895,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39896,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,96
39900,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39903,1,30,1,13,7,5,1,60,2,NA,NA,2,NA,NA
39904,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,60
39905,1,17,2,18,16,1,5,3,2,NA,NA,2,NA,NA
39906,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,216
39908,1,43,NA,13,17,1,1,6,2,NA,NA,1,8,18
39909,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,540
39910,1,28,2,8,16,1,1,120,2,NA,NA,2,NA,NA
39913,1,20,2,15,12,4,5,120,2,NA,NA,1,17,372
39914,1,50,NA,16,10,5,1,204,2,NA,NA,2,NA,NA
39916,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,24
39919,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,132
39920,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,108
39927,1,70,NA,13,1,1,1,72,2,NA,NA,1,4,180
39929,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,324
39930,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,144
39931,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,192
39932,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,228
39934,1,14,2,18,13,1,2,1,2,NA,NA,2,NA,NA
39935,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,300
39936,1,60,NA,13,1,1,1,72,2,NA,NA,1,1,228
39938,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,24
39939,1,25,2,18,13,1,2,12,2,NA,NA,1,22,4
39941,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,9
39944,1,40,NA,7,22,1,3,18,2,NA,NA,2,NA,NA
39945,1,40,NA,14,19,1,1,240,1,1,NA,2,NA,NA
39946,1,40,NA,8,16,1,1,144,1,1,NA,2,NA,NA
39947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,156
39949,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,21,252
39953,1,20,2,11,16,5,1,480,2,NA,NA,2,NA,NA
39956,1,40,NA,16,11,1,1,24,2,NA,NA,2,NA,NA
39957,1,39,NA,6,21,1,1,18,2,NA,NA,2,NA,NA
39958,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,276
39959,1,45,NA,5,21,1,1,72,2,NA,NA,2,NA,NA
39960,1,35,NA,16,10,1,1,60,2,NA,NA,2,NA,NA
39961,1,40,NA,21,8,2,1,168,2,NA,NA,2,NA,NA
39962,1,49,NA,8,16,1,1,72,2,NA,NA,2,NA,NA
39963,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,60
39965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
39966,1,25,1,18,13,1,1,120,1,4,NA,2,NA,NA
39968,1,45,NA,21,17,3,1,60,1,1,NA,2,NA,NA
39969,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,2
39970,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,528
39972,1,55,NA,15,8,3,1,384,2,NA,NA,2,NA,NA
39973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,12
39974,1,40,NA,16,10,1,1,2,2,NA,NA,1,2,180
39976,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,300
39978,1,40,NA,21,20,2,4,180,2,NA,NA,2,NA,NA
39979,1,75,NA,1,18,5,5,300,2,NA,NA,2,NA,NA
39982,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,24
39986,1,36,NA,16,10,1,1,84,2,NA,NA,2,NA,NA
39987,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39989,1,40,NA,14,17,1,1,8,2,NA,NA,1,22,84
39992,1,40,NA,4,19,1,1,72,1,8,NA,2,NA,NA
39993,1,20,2,9,17,1,5,0,1,1,NA,1,17,36
39994,1,58,NA,18,13,1,1,36,2,NA,NA,1,17,48
39995,1,40,NA,18,13,1,1,0,2,NA,NA,1,23,48
39996,1,6,2,15,17,1,2,24,2,NA,NA,1,12,60
39997,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,480
40000,1,45,NA,10,15,1,2,24,1,1,NA,2,NA,NA
40001,1,60,NA,15,1,1,1,72,2,NA,NA,1,15,84
40002,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
40003,1,50,NA,12,1,1,1,96,2,NA,NA,2,NA,NA
40004,1,40,NA,12,16,1,1,24,2,NA,NA,1,16,156
40005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,360
40007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,23,180
40008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,360
40010,1,40,NA,16,18,2,1,240,2,NA,NA,2,NA,NA
40011,1,40,NA,7,17,1,1,36,2,NA,NA,1,18,120
40013,2,NA,2,18,13,1,1,1,2,NA,NA,1,15,3
40014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,5
40016,1,40,NA,9,17,2,1,132,2,NA,NA,2,NA,NA
40017,1,53,NA,18,13,1,4,4,2,NA,NA,2,NA,NA
40018,1,32,1,18,13,1,3,0,1,8,NA,1,16,24
40019,1,18,2,4,19,5,1,15,2,NA,NA,2,NA,NA
40020,1,75,NA,4,19,1,5,36,1,6,NA,2,NA,NA
40024,1,40,NA,16,10,1,3,36,2,NA,NA,1,2,180
40025,1,35,NA,18,14,1,1,12,1,2,NA,1,22,360
40028,1,34,1,5,1,1,5,36,1,1,NA,2,NA,NA
40029,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,5
40033,1,30,2,1,18,1,4,12,2,NA,NA,2,NA,NA
40034,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
40035,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,7
40036,1,40,NA,21,17,4,1,60,2,NA,NA,2,NA,NA
40038,1,55,NA,4,19,1,1,24,2,NA,NA,2,NA,NA
40039,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,2
40041,1,16,2,16,10,1,1,6,2,NA,NA,1,3,84
40044,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,216
40046,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
40048,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40052,1,25,2,17,15,1,1,24,2,NA,NA,2,NA,NA
40055,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,20,132
40056,1,32,2,4,19,5,1,4,2,NA,NA,1,18,24
40058,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,180
40060,1,43,NA,14,22,1,1,1,1,1,NA,2,NA,NA
40061,1,65,NA,21,4,2,1,72,2,NA,NA,2,NA,NA
40063,1,58,NA,7,21,1,1,24,2,NA,NA,2,NA,NA
40064,1,48,NA,4,19,1,4,60,2,NA,NA,2,NA,NA
40065,1,40,NA,15,17,3,1,24,2,NA,NA,1,17,420
40067,1,40,NA,18,13,1,1,5,2,NA,NA,1,18,24
40068,1,44,NA,15,9,3,1,48,2,NA,NA,1,13,120
40070,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,3
40071,1,20,1,4,19,5,1,3,2,NA,NA,1,18,24
40074,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,216
40075,1,30,1,18,13,1,4,7,2,NA,NA,2,NA,NA
40077,1,50,NA,16,17,1,1,12,2,NA,NA,2,NA,NA
40081,1,49,NA,8,16,1,1,1,2,NA,NA,2,NA,NA
40082,1,50,NA,8,17,1,1,1,2,NA,NA,2,NA,NA
40084,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,300
40085,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,36
40088,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,48
40089,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40092,1,40,NA,16,11,3,1,24,2,NA,NA,1,16,72
40093,1,13,2,18,13,1,2,8,2,NA,NA,2,NA,NA
40095,1,45,NA,4,19,1,1,6,2,NA,NA,2,NA,NA
40096,1,32,1,4,17,1,1,3,2,NA,NA,1,10,48
40097,1,32,1,16,10,1,5,72,2,NA,NA,2,NA,NA
40098,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,12
40099,1,45,NA,6,2,1,1,43,2,NA,NA,2,NA,NA
40100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
40103,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,6
40104,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,360
40106,1,39,NA,17,22,4,4,2,1,8,NA,1,9,144
40107,1,34,2,8,16,1,1,2,2,NA,NA,2,NA,NA
40108,1,35,NA,4,19,5,1,96,2,NA,NA,2,NA,NA
40109,1,20,1,9,22,4,1,10,1,6,NA,2,NA,NA
40110,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,11,72
40111,1,32,2,14,12,1,3,108,1,3,NA,1,16,240
40112,1,40,NA,9,17,1,1,4,2,NA,NA,1,16,156
40116,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,120
40118,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,384
40119,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,24
40121,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0
40122,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,20,120
40123,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,180
40124,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,300
40129,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,312
40130,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,7
40131,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,444
40132,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,12
40133,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,18
40134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,24
40135,1,80,NA,16,10,4,5,9,2,NA,NA,2,NA,NA
40136,1,38,NA,16,10,1,3,60,2,NA,NA,1,17,120
40137,1,40,NA,16,17,1,1,16,2,NA,NA,1,17,36
40138,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
40140,1,20,2,15,8,1,1,4,2,NA,NA,1,13,24
40141,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,48
40144,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,18
40147,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,2
40148,1,40,NA,14,17,1,1,84,2,NA,NA,2,NA,NA
40149,1,30,1,12,16,1,5,10,2,NA,NA,2,NA,NA
40151,1,50,NA,7,22,1,1,156,2,NA,NA,2,NA,NA
40152,1,1,2,12,14,5,1,168,2,NA,NA,1,6,312
40153,1,67,NA,6,17,1,1,120,2,NA,NA,1,21,240
40154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,240
40155,1,40,NA,4,17,3,1,144,2,NA,NA,2,NA,NA
40157,1,25,2,8,16,1,4,18,2,NA,NA,2,NA,NA
40158,1,40,NA,15,17,3,1,12,2,NA,NA,1,2,48
40159,2,NA,2,16,10,1,1,7,2,NA,NA,1,16,84
40161,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,408
40164,1,40,NA,11,17,1,1,24,2,NA,NA,1,17,36
40165,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,300
40167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,6
40169,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,21,24
40171,1,44,NA,4,19,1,1,6,1,1,NA,2,NA,NA
40172,1,39,NA,8,22,1,1,132,2,NA,NA,2,NA,NA
40173,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40174,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,12
40176,1,68,NA,18,21,1,1,4,2,NA,NA,2,NA,NA
40177,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,18
40178,1,40,NA,11,17,1,1,18,2,NA,NA,1,17,36
40180,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40183,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40185,1,8,2,15,17,3,1,3,2,NA,NA,2,NA,NA
40189,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,9
40190,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,168
40191,1,32,2,15,8,3,1,36,2,NA,NA,1,17,144
40193,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,336
40194,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40196,1,35,NA,6,16,1,1,24,2,NA,NA,2,NA,NA
40197,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,5
40199,1,40,NA,6,21,1,2,312,2,NA,NA,2,NA,NA
40200,1,60,NA,16,17,1,1,120,2,NA,NA,2,NA,NA
40203,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,60
40204,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,99999
40208,1,50,NA,12,17,1,1,6,2,NA,NA,1,15,72
40209,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,12
40210,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,360
40211,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,84
40213,1,40,NA,21,17,3,1,84,2,NA,NA,1,16,84
40217,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,360
40219,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
40220,1,40,NA,11,1,1,1,3,2,NA,NA,2,NA,NA
40221,1,15,1,16,11,1,1,48,2,NA,NA,2,NA,NA
40223,1,99999,1,16,15,5,5,5,2,NA,NA,2,NA,NA
40225,1,42,NA,16,11,1,1,180,2,NA,NA,2,NA,NA
40226,2,NA,1,8,17,1,1,216,2,NA,NA,2,NA,NA
40227,1,25,2,18,13,1,5,36,2,NA,NA,2,NA,NA
40231,1,40,NA,19,20,1,1,48,2,NA,NA,1,20,156
40232,1,45,NA,18,9,1,3,72,2,NA,NA,2,NA,NA
40233,1,34,1,8,16,1,1,8,2,NA,NA,2,NA,NA
40234,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,60
40235,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,300
40237,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,444
40239,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,408
40244,1,25,1,9,22,1,4,84,2,NA,NA,2,NA,NA
40248,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
40249,1,18,2,16,6,5,5,120,2,NA,NA,1,8,240
40250,1,39,NA,18,13,1,1,1,2,NA,NA,2,NA,NA
40251,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,14
40252,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40253,1,44,NA,12,1,1,1,0,2,NA,NA,2,NA,NA
40254,1,20,2,13,2,5,1,72,2,NA,NA,2,NA,NA
40255,1,33,1,8,16,1,4,4,2,NA,NA,2,NA,NA
40256,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
40258,1,40,NA,16,11,1,2,324,2,NA,NA,2,NA,NA
40259,1,28,2,18,16,1,2,1,2,NA,NA,2,NA,NA
40260,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,24
40261,1,1,2,14,14,5,5,48,2,NA,NA,1,17,36
40262,1,45,NA,15,8,4,1,156,2,NA,NA,2,NA,NA
40263,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,22,60
40265,1,35,NA,19,17,1,1,60,2,NA,NA,2,NA,NA
40266,1,39,NA,14,22,1,4,12,2,NA,NA,1,16,8
40270,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40271,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,6
40273,1,12,2,17,15,1,4,4,2,NA,NA,2,NA,NA
40274,1,35,NA,9,22,1,1,6,2,NA,NA,1,19,60
40275,2,NA,2,13,9,5,5,48,2,NA,NA,2,NA,NA
40277,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,480
40278,1,40,NA,16,17,1,1,60,2,NA,NA,2,NA,NA
40280,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,372
40282,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,132
40286,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,240
40287,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,96
40290,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,48
40291,1,16,1,4,19,1,1,12,2,NA,NA,2,NA,NA
40292,1,30,2,18,16,1,3,12,1,0,NA,2,NA,NA
40293,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,204
40295,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,20,240
40296,1,30,2,15,15,5,2,108,2,NA,NA,2,NA,NA
40298,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,240
40299,1,40,NA,13,19,1,1,72,2,NA,NA,2,NA,NA
40300,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40302,2,NA,2,17,8,5,5,24,2,NA,NA,1,3,240
40303,1,25,2,8,16,4,1,36,2,NA,NA,2,NA,NA
40304,1,41,NA,18,16,1,1,1,1,10,NA,2,NA,NA
40306,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
40308,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,156
40310,1,40,NA,9,22,1,1,12,1,1,NA,2,NA,NA
40311,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7,60
40314,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,4
40317,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,20,360
40318,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,300
40319,1,57,NA,13,3,1,5,24,2,NA,NA,2,NA,NA
40321,1,60,NA,10,2,5,5,12,2,NA,NA,1,23,96
40322,1,40,NA,4,19,1,1,120,2,NA,NA,2,NA,NA
40326,1,37,NA,19,21,1,1,3,2,NA,NA,1,21,24
40328,1,10,2,16,15,1,5,36,2,NA,NA,2,NA,NA
40329,1,8,1,5,21,1,1,24,2,NA,NA,2,NA,NA
40330,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40331,1,60,NA,19,20,5,1,120,1,5,NA,2,NA,NA
40333,1,48,NA,9,22,1,1,3,2,NA,NA,2,NA,NA
40335,1,24,1,15,22,4,1,180,2,NA,NA,2,NA,NA
40338,1,40,NA,14,19,1,1,84,2,NA,NA,2,NA,NA
40339,1,50,NA,7,16,1,1,48,2,NA,NA,2,NA,NA
40341,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,84
40345,1,50,NA,4,19,1,1,9,2,NA,NA,2,NA,NA
40346,1,40,NA,5,21,1,1,1,1,8,NA,1,21,120
40347,1,40,NA,9,22,1,1,108,2,NA,NA,2,NA,NA
40349,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,0
40350,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,204
40351,1,35,NA,10,9,1,1,144,2,NA,NA,2,NA,NA
40352,1,48,NA,8,17,1,1,4,2,NA,NA,2,NA,NA
40353,1,30,2,12,19,1,1,2,1,1,NA,1,20,204
40355,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,12
40356,1,49,NA,6,21,1,1,48,2,NA,NA,2,NA,NA
40358,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,360
40360,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,48
40362,1,48,NA,18,1,1,4,36,2,NA,NA,2,NA,NA
40363,1,32,2,10,8,1,1,48,2,NA,NA,1,8,132
40364,1,40,NA,6,21,1,2,336,2,NA,NA,2,NA,NA
40367,1,20,1,5,1,1,1,84,2,NA,NA,2,NA,NA
40368,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40369,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,300
40370,2,NA,2,4,19,1,5,240,2,NA,NA,2,NA,NA
40373,1,60,NA,5,21,5,5,180,2,NA,NA,2,NA,NA
40377,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,12
40378,1,46,NA,8,16,1,1,108,1,8,NA,2,NA,NA
40380,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,96
40381,1,32,2,16,10,1,1,72,1,0,NA,2,NA,NA
40382,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,120
40383,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,180
40384,1,40,NA,17,15,1,1,36,2,NA,NA,2,NA,NA
40386,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,300
40387,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,96
40388,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,12,24
40389,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,720
40390,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,24
40391,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,420
40395,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,24
40396,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
40397,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,15,60
40398,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,204
40399,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,408
40400,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,120
40402,1,50,NA,16,17,1,1,48,1,1,NA,1,17,60
40403,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,60
40404,2,NA,1,4,17,1,1,36,2,NA,NA,2,NA,NA
40406,1,50,NA,19,6,1,4,60,2,NA,NA,2,NA,NA
40408,1,40,NA,3,21,4,1,10,2,NA,NA,2,NA,NA
40409,1,30,2,14,14,5,1,48,2,NA,NA,1,16,120
40410,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,432
40411,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40414,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,12
40416,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40417,1,35,NA,13,17,1,1,3,2,NA,NA,1,18,36
40420,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,12
40421,1,24,2,16,17,1,1,72,1,1,NA,2,NA,NA
40422,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,120
40423,1,48,NA,16,11,1,1,0,2,NA,NA,2,NA,NA
40425,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,120
40427,1,40,NA,8,17,1,4,60,1,2,NA,2,NA,NA
40429,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,48
40431,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,120
40432,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,24
40433,1,40,NA,4,19,1,1,24,2,NA,NA,2,NA,NA
40434,1,50,NA,14,14,1,1,36,2,NA,NA,1,17,240
40435,1,40,NA,5,17,1,1,108,2,NA,NA,2,NA,NA
40436,1,40,NA,19,1,1,1,9,2,NA,NA,2,NA,NA
40439,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,48
40441,1,24,2,19,22,1,2,18,2,NA,NA,2,NA,NA
40444,1,50,NA,16,15,5,1,5,2,NA,NA,1,10,36
40445,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,12
40446,1,40,NA,15,14,3,1,14,1,8,NA,1,12,60
40447,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA
40450,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
40451,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
40452,1,40,NA,18,13,1,1,192,2,NA,NA,2,NA,NA
40454,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,15,180
40459,1,64,NA,19,1,1,1,240,2,NA,NA,2,NA,NA
40460,1,14,2,13,7,1,1,0,2,NA,NA,1,17,120
40461,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,132
40462,2,NA,2,8,17,1,1,132,2,NA,NA,1,1,240
40464,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,3
40465,1,40,NA,16,14,1,1,1,1,1,NA,2,NA,NA
40467,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
40469,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
40471,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,96
40472,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,2
40474,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,360
40475,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,84
40476,1,20,2,18,13,1,5,3,2,NA,NA,2,NA,NA
40481,1,50,NA,10,17,1,1,12,2,NA,NA,1,16,120
40483,1,50,NA,8,16,1,4,72,2,NA,NA,2,NA,NA
40485,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,60
