"seqn","fsd032a","fsd032b","fsd032c","fsd032d","fsd032e","fsd032f","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsd401","fsd411","fsd421","fsd431","fsq440","fsd451","fsq170","fsd170n","fsd180","fsd190","fsd200","fsq210","fsq220","fsq162","fsd650","fsd660","fsd670"
34226,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34227,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34228,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34229,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34230,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34231,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34232,1,2,1,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,3,1,1,NA,2,1,1,2,NA,NA,399,NA,1,1,1,24
34233,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34234,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34235,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,12,1,222,NA,2,NA,NA,NA
34236,2,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,1,1,1
34237,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34238,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34239,3,3,1,3,3,3,1,3,2,2,2,2,NA,2,2,NA,2,2,2,2,1,1,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34240,2,2,3,2,2,2,1,2,1,1,2,2,NA,2,2,NA,2,2,4,4,3,1,2,2,2,2,2,2,2,0,2,NA,NA,NA,NA,1,1,1,6
34241,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34242,1,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,1,1,2,NA,NA,167,NA,1,1,1,11
34243,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34244,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34245,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,NA,NA,NA
34246,2,2,2,1,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,2,1,1,48
34247,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34248,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34249,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34250,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34251,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,232,2,NA,NA,NA
34252,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34253,1,1,1,1,1,3,1,1,1,2,1,2,NA,2,2,NA,1,2,4,4,3,1,2,3,2,3,NA,2,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34254,1,1,1,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34255,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,1
34256,3,3,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34257,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34258,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34259,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34260,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,11
34261,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34262,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34263,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34264,2,3,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,2,3,3,NA,2,2,0,2,NA,NA,NA,NA,1,1,1,12
34265,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,3,2,NA,1,2,2,NA,NA,NA,221,1,NA,NA,NA
34266,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34267,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,77777,1,NA,NA,NA
34268,1,2,2,1,2,2,1,2,1,2,2,2,NA,2,2,NA,2,2,4,4,3,2,2,2,2,3,2,2,2,0,2,NA,NA,NA,NA,1,1,1,2
34269,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34270,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34271,2,2,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,1,2,24
34272,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,99999,1,NA,NA,NA
34273,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34274,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34275,1,1,1,1,1,2,1,2,1,1,2,2,NA,1,2,NA,1,2,4,4,4,2,3,2,3,3,NA,2,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34276,1,2,2,2,2,2,1,2,1,2,2,2,NA,1,2,NA,2,2,4,4,3,2,3,3,3,3,NA,NA,1,3,1,12,1,479,NA,2,NA,NA,NA
34277,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,390,NA,2,NA,NA,NA
34278,2,2,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34279,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,4,1,5,1,354,NA,1,1,1,5
34280,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34281,2,2,2,NA,NA,NA,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34282,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34283,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34284,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34285,3,3,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34286,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34287,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34288,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34289,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34290,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34291,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34292,2,3,2,NA,NA,NA,1,3,1,2,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,1,3,3,3,3,2,NA,1,2,1,11,1,230,NA,2,NA,NA,NA
34293,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34294,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,380,NA,2,NA,NA,NA
34295,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34296,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34297,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34298,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34299,1,1,1,3,2,2,1,2,1,1,1,1,2,2,2,NA,1,2,4,4,3,2,2,3,2,2,NA,2,1,1,2,NA,NA,191,NA,2,NA,NA,NA
34300,2,2,2,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,4,4,NA,1,2,2,2,2,9,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34301,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34302,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34303,1,2,1,2,2,3,1,1,1,1,1,1,1,2,2,NA,2,2,4,4,3,1,2,2,2,3,1,2,1,1,2,NA,NA,10,NA,2,NA,NA,NA
34304,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34305,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,12,1,371,NA,2,NA,NA,NA
34306,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34307,3,3,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,3,3,3,2,NA,9,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
34308,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,12
34309,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34310,1,1,1,1,1,3,1,2,1,1,2,1,2,2,2,NA,2,2,4,4,3,1,3,3,3,3,2,NA,1,5,1,4,1,289,NA,2,NA,NA,NA
34311,2,1,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,1,3,3,3,3,2,NA,1,1,2,NA,NA,NA,274,2,NA,NA,NA
34312,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34313,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34314,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34315,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34316,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34317,3,2,3,2,3,3,1,3,2,2,2,2,NA,2,2,NA,2,2,3,2,2,2,3,3,3,3,NA,2,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34318,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34319,3,3,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34320,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,2,3,2,2,2,0,2,NA,NA,NA,NA,1,NA,NA,NA
34321,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34322,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34323,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34324,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34325,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,NA,2,2,4,4,3,2,3,3,3,3,2,NA,1,1,2,NA,NA,NA,388,2,NA,NA,NA
34326,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34327,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,1,1,1,1,2,2,0,2,NA,NA,NA,NA,1,NA,NA,NA
34328,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34329,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34330,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34331,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34332,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,2,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34333,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34334,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34335,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34336,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34337,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
34338,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34339,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34340,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34341,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34342,3,3,3,1,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,3,3,3,NA,NA,1,1,2,NA,NA,237,NA,1,1,2,24
34343,3,3,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34344,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34345,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34346,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34347,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34348,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34349,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,2,NA,NA
34350,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34351,2,2,3,3,3,3,2,NA,1,2,2,2,NA,2,2,NA,2,2,3,3,1,1,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34352,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34353,3,3,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,2,3,3,2,2,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34354,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
34355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34356,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
34357,2,2,2,2,2,2,1,2,1,2,2,2,NA,2,2,NA,2,2,4,4,3,2,2,3,2,3,NA,2,2,0,2,NA,NA,NA,NA,1,1,NA,NA
34358,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,12
